CustomerID,Age,Income,Credit Score,Tenure,Segment
1980,28,121000,429,8,Mass Market
1981,51,337000,609,5,Affluent
1982,41,220000,499,10,Mass Market
1983,32,163000,465,16,Mass Market
1984,55,332000,690,2,Affluent
1985,25,159000,393,19,Mass Market
1986,22,140000,343,7,Mass Market
1987,65,472000,738,2,Retiree
1988,43,247000,531,13,Mass Market
1989,35,175000,502,4,Mass Market
1990,23,67000,331,16,Mass Market
1991,54,385000,659,10,Affluent
1992,65,456000,738,17,Retiree
1993,30,176000,412,14,Mass Market
1994,45,259000,533,12,Mass Market
1995,22,50000,337,13,Mass Market
1996,30,101000,404,20,Mass Market
1997,34,180000,406,8,Mass Market
1998,67,428000,801,17,Retiree
1999,57,344000,701,18,Affluent
2000,62,414000,734,10,Retiree
2001,49,330000,571,13,Affluent
2002,46,254000,542,2,Mass Market
2003,68,413000,850,17,Retiree
2004,20,50000,300,6,Mass Market
2005,73,461000,807,12,Affluent
2006,57,381000,748,13,Affluent
2007,51,315000,698,4,Affluent
2008,57,420000,734,15,Affluent
2009,44,281000,571,16,Mass Market
2010,30,201000,399,19,Mass Market
2011,62,361000,682,15,Retiree
2012,50,210000,626,6,Mass Market
2013,23,97000,326,20,Mass Market
2014,41,239000,569,6,Mass Market
2015,36,191000,421,5,Mass Market
2016,33,173000,453,2,Mass Market
2017,57,330000,711,20,Affluent
2018,45,284000,596,2,Mass Market
2019,50,329000,639,5,Affluent
2020,65,392000,772,3,Retiree
2021,58,361000,697,6,Affluent
2022,30,138000,445,11,Mass Market
2023,60,367000,723,5,Affluent
2024,62,369000,743,18,Retiree
2025,42,243000,537,14,Mass Market
2026,70,476000,799,10,Affluent
2027,59,361000,662,3,Affluent
2028,53,299000,608,16,Mass Market
2029,44,271000,544,16,Mass Market
2030,55,324000,660,11,Affluent
2031,24,89000,330,4,Mass Market
2032,22,69000,308,11,Mass Market
2033,60,425000,702,8,Retiree
2034,62,382000,759,16,Affluent
2035,74,500000,786,8,Affluent
2036,68,474000,763,9,Affluent
2037,48,346000,599,14,Affluent
2038,40,247000,555,8,Mass Market
2039,59,373000,768,16,Affluent
2040,27,95000,378,2,Mass Market
2041,49,288000,594,20,Mass Market
2042,60,432000,708,19,Retiree
2043,70,466000,818,20,Retiree
2044,47,303000,583,20,Affluent
2045,56,362000,677,19,Affluent
2046,48,299000,555,19,Mass Market
2047,35,195000,417,18,Mass Market
2048,53,346000,665,13,Affluent
2049,19,50000,304,17,Mass Market
2050,31,146000,453,1,Mass Market
2051,30,156000,425,5,Mass Market
2052,46,280000,532,20,Mass Market
2053,29,125000,455,13,Mass Market
2054,56,368000,674,6,Affluent
2055,19,50000,300,10,Mass Market
2056,49,262000,588,9,Mass Market
2057,30,155000,382,6,Mass Market
2058,63,376000,752,1,Affluent
2059,44,267000,552,18,Mass Market
2060,66,377000,832,7,Retiree
2061,58,350000,708,10,Affluent
2062,34,169000,516,12,Mass Market
2063,57,315000,654,15,Affluent
2064,48,280000,585,17,Mass Market
2065,51,351000,651,3,Affluent
2066,41,197000,544,15,Mass Market
2067,62,393000,732,1,Affluent
2068,52,374000,602,11,Affluent
2069,65,396000,696,6,Retiree
2070,23,132000,343,16,Mass Market
2071,36,186000,471,12,Mass Market
2072,47,286000,589,15,Mass Market
2073,24,137000,316,18,Mass Market
2074,27,108000,362,10,Mass Market
2075,58,390000,705,12,Affluent
2076,49,326000,622,20,Affluent
2077,51,296000,630,19,Mass Market
2078,45,244000,555,5,Mass Market
2079,32,156000,402,18,Mass Market
2080,47,277000,613,19,Mass Market
2081,54,307000,675,12,Affluent
2082,46,256000,558,1,Mass Market
2083,39,115000,531,2,Mass Market
2084,21,64000,327,3,Mass Market
2085,37,230000,466,12,Mass Market
2086,49,249000,632,14,Mass Market
2087,53,317000,647,7,Affluent
2088,67,500000,768,4,Retiree
2089,21,73000,300,12,Mass Market
2090,44,300000,520,8,Mass Market
2091,34,148000,483,1,Mass Market
2092,29,152000,422,5,Mass Market
2093,39,183000,471,1,Mass Market
2094,34,191000,421,15,Mass Market
2095,27,148000,451,13,Mass Market
2096,71,494000,834,13,Retiree
2097,18,50000,336,4,Mass Market
2098,39,227000,551,15,Mass Market
2099,43,259000,518,12,Mass Market
2100,73,500000,850,8,Retiree
2101,35,183000,435,16,Mass Market
2102,67,472000,803,12,Affluent
2103,31,198000,424,6,Mass Market
2104,64,410000,773,15,Affluent
2105,46,276000,569,7,Mass Market
2106,29,111000,425,5,Mass Market
2107,53,341000,685,15,Affluent
2108,52,334000,668,12,Affluent
2109,69,462000,799,11,Retiree
2110,29,142000,379,4,Mass Market
2111,24,156000,350,13,Mass Market
2112,46,188000,588,18,Mass Market
2113,28,115000,418,8,Mass Market
2114,50,297000,646,7,Mass Market
2115,23,134000,327,16,Mass Market
2116,64,434000,724,3,Affluent
2117,32,177000,407,16,Mass Market
2118,49,337000,599,16,Affluent
2119,68,446000,797,7,Retiree
2120,28,150000,409,13,Mass Market
2121,40,211000,474,13,Mass Market
2122,43,219000,517,19,Mass Market
2123,51,369000,603,18,Affluent
2124,63,423000,795,7,Affluent
2125,51,335000,613,20,Affluent
2126,46,243000,531,18,Mass Market
2127,21,89000,341,18,Mass Market
2128,34,232000,454,4,Mass Market
2129,52,315000,599,9,Affluent
2130,30,109000,404,16,Mass Market
2131,58,377000,683,4,Affluent
2132,56,324000,670,8,Affluent
2133,32,116000,465,3,Mass Market
2134,72,462000,847,9,Affluent
2135,46,260000,579,8,Mass Market
2136,46,245000,605,12,Mass Market
2137,28,170000,386,14,Mass Market
2138,69,500000,779,10,Retiree
2139,49,318000,614,17,Affluent
2140,19,70000,317,11,Mass Market
2141,64,415000,708,10,Retiree
2142,31,128000,472,13,Mass Market
2143,37,251000,456,2,Mass Market
2144,39,217000,522,1,Mass Market
2145,28,116000,415,1,Mass Market
2146,44,289000,463,16,Mass Market
2147,20,64000,326,10,Mass Market
2148,34,208000,506,10,Mass Market
2149,61,383000,701,7,Retiree
2150,73,500000,783,7,Affluent
2151,45,296000,562,1,Mass Market
2152,46,315000,589,13,Affluent
2153,38,189000,494,5,Mass Market
2154,64,417000,723,3,Retiree
2155,33,229000,416,13,Mass Market
2156,54,332000,605,12,Affluent
2157,37,227000,430,18,Mass Market
2158,23,159000,339,5,Mass Market
2159,36,139000,490,5,Mass Market
2160,74,492000,850,2,Affluent
2161,22,82000,347,6,Mass Market
2162,20,50000,339,7,Mass Market
2163,18,50000,339,1,Mass Market
2164,55,318000,664,3,Affluent
2165,32,188000,448,20,Mass Market
2166,51,263000,635,2,Mass Market
2167,52,380000,638,10,Affluent
2168,66,456000,772,11,Affluent
2169,42,211000,539,13,Mass Market
2170,41,266000,573,16,Mass Market
2171,29,156000,451,20,Mass Market
2172,35,185000,416,11,Mass Market
2173,32,141000,444,18,Mass Market
2174,61,412000,723,11,Retiree
2175,33,174000,485,1,Mass Market
2176,44,238000,554,18,Mass Market
2177,25,66000,376,20,Mass Market
2178,63,386000,722,5,Affluent
2179,42,228000,560,2,Mass Market
2180,34,213000,420,18,Mass Market
2181,46,301000,566,7,Affluent
2182,70,454000,779,11,Retiree
2183,25,94000,360,11,Mass Market
2184,32,192000,421,13,Mass Market
2185,44,267000,580,4,Mass Market
2186,63,419000,735,1,Retiree
2187,67,423000,826,18,Affluent
2188,69,456000,794,12,Retiree
2189,24,98000,326,10,Mass Market
2190,20,63000,312,8,Mass Market
2191,46,297000,589,3,Mass Market
2192,61,418000,773,7,Retiree
2193,70,440000,791,20,Retiree
2194,41,220000,576,11,Mass Market
2195,20,50000,314,7,Mass Market
2196,37,244000,473,7,Mass Market
2197,63,479000,765,9,Retiree
2198,32,149000,480,3,Mass Market
2199,42,238000,552,11,Mass Market
2200,47,308000,542,17,Affluent
2201,31,133000,438,8,Mass Market
2202,24,124000,424,20,Mass Market
2203,34,178000,389,2,Mass Market
2204,61,343000,734,20,Affluent
2205,37,164000,478,1,Mass Market
2206,53,321000,616,16,Affluent
2207,26,151000,410,4,Mass Market
2208,55,321000,611,9,Affluent
2209,65,412000,751,8,Affluent
2210,74,500000,850,1,Retiree
2211,39,169000,533,8,Mass Market
2212,71,485000,838,5,Retiree
2213,70,422000,816,1,Affluent
2214,70,485000,807,7,Retiree
2215,19,50000,300,15,Mass Market
2216,41,207000,497,7,Mass Market
2217,25,114000,393,1,Mass Market
2218,28,154000,405,9,Mass Market
2219,30,158000,443,1,Mass Market
2220,34,185000,434,12,Mass Market
2221,25,113000,345,7,Mass Market
2222,38,222000,511,9,Mass Market
2223,35,200000,399,5,Mass Market
2224,47,271000,509,12,Mass Market
2225,35,206000,497,2,Mass Market
2226,63,388000,721,18,Retiree
2227,64,452000,758,9,Affluent
2228,48,315000,606,1,Affluent
2229,55,413000,694,10,Affluent
2230,49,315000,591,14,Affluent
2231,28,158000,387,14,Mass Market
2232,62,357000,714,7,Affluent
2233,42,271000,554,12,Mass Market
2234,50,342000,634,6,Affluent
2235,55,392000,702,13,Affluent
2236,58,375000,655,8,Affluent
2237,25,96000,436,2,Mass Market
2238,28,98000,389,10,Mass Market
2239,39,189000,505,6,Mass Market
2240,68,451000,796,16,Retiree
2241,41,182000,499,10,Mass Market
2242,58,348000,681,15,Affluent
2243,34,181000,501,20,Mass Market
2244,29,140000,452,10,Mass Market
2245,74,471000,850,11,Affluent
2246,63,375000,773,2,Retiree
2247,49,267000,617,10,Mass Market
2248,32,156000,436,12,Mass Market
2249,33,234000,425,11,Mass Market
2250,71,500000,795,15,Retiree
2251,39,225000,484,4,Mass Market
2252,45,284000,614,5,Mass Market
2253,37,233000,513,1,Mass Market
2254,50,327000,658,1,Affluent
2255,27,113000,400,10,Mass Market
2256,57,338000,657,4,Affluent
2257,49,295000,623,13,Mass Market
2258,67,474000,819,14,Retiree
2259,50,299000,633,19,Mass Market
2260,19,50000,300,5,Mass Market
2261,50,255000,570,11,Mass Market
2262,50,304000,633,8,Affluent
2263,58,341000,683,1,Affluent
2264,30,133000,427,5,Mass Market
2265,47,327000,563,18,Affluent
2266,50,306000,618,13,Affluent
2267,30,124000,385,5,Mass Market
2268,69,469000,808,7,Retiree
2269,43,309000,567,12,Affluent
2270,39,215000,530,2,Mass Market
2271,56,285000,634,13,Mass Market
2272,19,78000,324,14,Mass Market
2273,55,358000,646,6,Affluent
2274,56,358000,719,16,Affluent
2275,43,244000,574,10,Mass Market
2276,63,387000,743,11,Retiree
2277,67,489000,847,1,Affluent
2278,32,107000,416,15,Mass Market
2279,51,306000,622,16,Affluent
2280,59,369000,719,10,Affluent
2281,72,500000,850,10,Affluent
2282,61,433000,766,3,Retiree
2283,66,429000,795,11,Affluent
2284,57,369000,657,11,Affluent
2285,28,139000,372,16,Mass Market
2286,20,98000,341,6,Mass Market
2287,23,121000,312,9,Mass Market
2288,26,98000,388,1,Mass Market
2289,23,103000,373,6,Mass Market
2290,26,126000,334,18,Mass Market
2291,56,352000,693,13,Affluent
2292,48,302000,622,2,Affluent
2293,49,300000,594,19,Mass Market
2294,58,376000,688,2,Affluent
2295,67,403000,728,4,Retiree
2296,29,111000,405,4,Mass Market
2297,25,131000,323,10,Mass Market
2298,25,70000,348,17,Mass Market
2299,67,458000,769,16,Retiree
2300,45,265000,531,8,Mass Market
2301,37,234000,449,6,Mass Market
2302,64,439000,716,2,Retiree
2303,24,85000,396,15,Mass Market
2304,28,124000,396,11,Mass Market
2305,37,143000,525,16,Mass Market
2306,33,167000,435,4,Mass Market
2307,21,50000,318,11,Mass Market
2308,23,84000,336,14,Mass Market
2309,39,200000,417,8,Mass Market
2310,43,225000,561,6,Mass Market
2311,20,102000,316,19,Mass Market
2312,58,333000,694,4,Affluent
2313,59,351000,640,4,Affluent
2314,31,134000,427,6,Mass Market
2315,28,116000,385,11,Mass Market
2316,35,160000,471,1,Mass Market
2317,71,465000,818,2,Retiree
2318,29,147000,393,9,Mass Market
2319,40,247000,533,16,Mass Market
2320,29,157000,439,6,Mass Market
2321,30,89000,406,9,Mass Market
2322,42,254000,492,19,Mass Market
2323,62,417000,691,5,Retiree
2324,68,432000,804,10,Affluent
2325,36,245000,516,7,Mass Market
2326,72,500000,776,2,Retiree
2327,63,406000,711,20,Retiree
2328,53,313000,634,4,Affluent
2329,62,453000,671,8,Affluent
2330,25,106000,366,3,Mass Market
2331,46,278000,586,2,Mass Market
2332,72,486000,845,9,Retiree
2333,70,500000,799,11,Retiree
2334,72,477000,820,4,Retiree
2335,49,298000,574,9,Mass Market
2336,68,427000,738,6,Retiree
2337,61,384000,717,1,Affluent
2338,35,156000,479,3,Mass Market
2339,23,66000,350,7,Mass Market
2340,35,132000,500,9,Mass Market
2341,36,221000,487,8,Mass Market
2342,39,223000,526,13,Mass Market
2343,54,346000,659,18,Affluent
2344,49,298000,660,19,Mass Market
2345,73,494000,825,9,Retiree
2346,58,420000,713,20,Affluent
2347,20,50000,327,6,Mass Market
2348,45,275000,587,12,Mass Market
2349,27,131000,398,4,Mass Market
2350,68,486000,790,9,Retiree
2351,52,336000,645,10,Affluent
2352,46,290000,590,3,Mass Market
2353,71,438000,840,17,Retiree
2354,32,138000,481,7,Mass Market
2355,50,272000,620,8,Mass Market
2356,24,50000,326,11,Mass Market
2357,29,150000,413,13,Mass Market
2358,66,428000,758,3,Retiree
2359,47,295000,571,19,Mass Market
2360,38,212000,487,14,Mass Market
2361,48,298000,568,16,Mass Market
2362,41,275000,454,15,Mass Market
2363,37,203000,531,2,Mass Market
2364,54,359000,639,6,Affluent
2365,21,65000,300,7,Mass Market
2366,45,292000,571,9,Mass Market
2367,61,358000,741,9,Retiree
2368,37,148000,481,17,Mass Market
2369,41,298000,487,3,Mass Market
2370,67,499000,739,4,Retiree
2371,66,377000,840,2,Retiree
2372,68,451000,749,1,Retiree
2373,49,304000,556,10,Affluent
2374,58,393000,684,3,Affluent
2375,53,383000,668,10,Affluent
2376,70,436000,850,9,Retiree
2377,51,285000,618,17,Mass Market
2378,53,331000,637,15,Affluent
2379,19,50000,300,3,Mass Market
2380,32,81000,470,3,Mass Market
2381,51,308000,622,4,Affluent
2382,53,357000,643,4,Affluent
2383,23,90000,362,17,Mass Market
2384,56,374000,682,6,Affluent
2385,59,394000,698,11,Affluent
2386,68,421000,831,12,Affluent
2387,68,454000,743,7,Affluent
2388,71,430000,827,13,Retiree
2389,29,123000,420,6,Mass Market
2390,20,68000,307,3,Mass Market
2391,62,404000,751,14,Retiree
2392,35,148000,487,14,Mass Market
2393,57,331000,716,10,Affluent
2394,38,219000,493,5,Mass Market
2395,32,187000,431,2,Mass Market
2396,50,301000,630,6,Affluent
2397,52,316000,628,11,Affluent
2398,43,279000,500,18,Mass Market
2399,25,83000,395,11,Mass Market
2400,53,383000,589,15,Affluent
2401,65,387000,774,3,Retiree
2402,47,314000,661,2,Affluent
2403,40,243000,532,7,Mass Market
2404,59,452000,682,5,Affluent
2405,61,362000,709,13,Retiree
2406,31,84000,439,8,Mass Market
2407,31,192000,427,9,Mass Market
2408,19,50000,333,8,Mass Market
2409,72,500000,850,10,Retiree
2410,54,375000,693,2,Affluent
2411,22,94000,305,10,Mass Market
2412,55,354000,664,11,Affluent
2413,62,416000,747,11,Retiree
2414,58,397000,738,5,Affluent
2415,71,494000,831,14,Affluent
2416,64,383000,731,3,Retiree
2417,31,209000,441,20,Mass Market
2418,73,493000,850,2,Affluent
2419,56,371000,666,18,Affluent
2420,42,264000,515,1,Mass Market
2421,37,237000,486,1,Mass Market
2422,19,90000,300,17,Mass Market
2423,56,359000,698,6,Affluent
2424,23,92000,330,13,Mass Market
2425,34,191000,496,1,Mass Market
2426,42,276000,551,6,Mass Market
2427,74,467000,850,8,Retiree
2428,45,286000,586,13,Mass Market
2429,19,50000,335,2,Mass Market
2430,52,379000,625,8,Affluent
2431,54,350000,624,1,Affluent
2432,22,70000,325,13,Mass Market
2433,18,63000,328,1,Mass Market
2434,57,364000,630,10,Affluent
2435,29,134000,348,5,Mass Market
2436,73,438000,847,20,Retiree
2437,53,301000,669,13,Affluent
2438,62,399000,762,5,Affluent
2439,40,176000,488,10,Mass Market
2440,64,402000,716,3,Retiree
2441,48,276000,574,2,Mass Market
2442,28,107000,386,2,Mass Market
2443,27,145000,378,5,Mass Market
2444,20,50000,323,4,Mass Market
2445,71,479000,850,2,Affluent
2446,31,144000,426,9,Mass Market
2447,33,167000,475,9,Mass Market
2448,27,171000,408,9,Mass Market
2449,46,280000,554,4,Mass Market
2450,27,134000,408,8,Mass Market
2451,29,115000,425,18,Mass Market
2452,47,302000,585,9,Affluent
2453,58,389000,698,3,Affluent
2454,18,65000,300,6,Mass Market
2455,22,50000,307,19,Mass Market
2456,37,185000,558,5,Mass Market
2457,25,149000,400,17,Mass Market
2458,60,367000,728,19,Retiree
2459,29,185000,396,3,Mass Market
2460,18,50000,300,8,Mass Market
2461,74,500000,815,9,Affluent
2462,71,470000,835,8,Affluent
2463,37,177000,497,14,Mass Market
2464,45,242000,559,10,Mass Market
2465,74,479000,850,17,Retiree
2466,60,392000,704,3,Affluent
2467,54,366000,639,3,Affluent
2468,64,422000,728,3,Retiree
2469,54,338000,623,4,Affluent
2470,29,175000,387,17,Mass Market
2471,54,341000,635,14,Affluent
2472,66,419000,804,2,Retiree
2473,66,406000,753,12,Retiree
2474,73,500000,779,5,Retiree
2475,61,386000,731,2,Retiree
2476,73,475000,850,12,Retiree
2477,45,247000,594,9,Mass Market
2478,64,456000,757,9,Affluent
2479,32,145000,403,20,Mass Market
2480,23,120000,325,1,Mass Market
2481,61,389000,740,7,Retiree
2482,37,166000,530,18,Mass Market
2483,67,434000,747,10,Affluent
2484,31,153000,434,15,Mass Market
2485,19,55000,300,9,Mass Market
2486,26,110000,354,11,Mass Market
2487,54,330000,655,1,Affluent
2488,37,179000,483,11,Mass Market
2489,43,251000,485,1,Mass Market
2490,46,291000,581,5,Mass Market
2491,18,50000,310,18,Mass Market
2492,72,500000,850,1,Retiree
2493,52,212000,617,10,Mass Market
2494,23,92000,301,13,Mass Market
2495,54,353000,641,8,Affluent
2496,70,450000,832,13,Retiree
2497,22,50000,337,20,Mass Market
2498,50,304000,640,2,Affluent
2499,66,441000,732,12,Affluent
2500,68,417000,815,13,Affluent
2501,31,130000,435,8,Mass Market
2502,29,167000,397,15,Mass Market
2503,59,383000,735,7,Affluent
2504,37,157000,494,7,Mass Market
2505,70,481000,781,17,Affluent
2506,67,416000,811,19,Retiree
2507,41,212000,519,3,Mass Market
2508,60,393000,714,7,Retiree
2509,51,318000,598,12,Affluent
2510,42,231000,534,14,Mass Market
2511,67,429000,753,2,Retiree
2512,46,267000,570,7,Mass Market
2513,74,477000,850,16,Retiree
2514,56,388000,691,9,Affluent
2515,48,244000,552,1,Mass Market
2516,73,485000,850,12,Retiree
2517,64,376000,783,2,Retiree
2518,60,416000,707,18,Retiree
2519,67,436000,785,14,Affluent
2520,40,195000,525,12,Mass Market
2521,61,416000,725,18,Affluent
2522,55,279000,681,5,Mass Market
2523,37,211000,475,7,Mass Market
2524,40,261000,493,4,Mass Market
2525,62,409000,745,13,Retiree
2526,69,445000,755,16,Retiree
2527,33,133000,466,16,Mass Market
2528,67,476000,803,19,Retiree
2529,59,407000,679,4,Affluent
2530,72,465000,850,20,Retiree
2531,25,88000,358,20,Mass Market
2532,67,479000,768,1,Affluent
2533,38,227000,477,13,Mass Market
2534,18,50000,313,20,Mass Market
2535,72,478000,819,20,Retiree
2536,25,99000,326,9,Mass Market
2537,46,282000,585,10,Mass Market
2538,49,299000,596,6,Mass Market
2539,55,332000,696,7,Affluent
2540,22,87000,349,16,Mass Market
2541,64,406000,760,17,Affluent
2542,39,321000,537,1,Affluent
2543,64,423000,757,9,Retiree
2544,51,315000,648,14,Affluent
2545,18,105000,300,15,Mass Market
2546,72,443000,850,4,Affluent
2547,72,481000,839,8,Retiree
2548,43,222000,509,15,Mass Market
2549,60,407000,717,4,Affluent
2550,27,107000,394,19,Mass Market
2551,47,300000,589,3,Mass Market
2552,67,459000,712,8,Retiree
2553,35,210000,451,2,Mass Market
2554,34,194000,416,8,Mass Market
2555,43,244000,504,8,Mass Market
2556,25,64000,374,17,Mass Market
2557,64,450000,735,16,Retiree
2558,57,406000,672,16,Affluent
2559,66,408000,745,16,Retiree
2560,29,160000,449,7,Mass Market
2561,44,224000,557,15,Mass Market
2562,25,112000,323,17,Mass Market
2563,42,255000,555,3,Mass Market
2564,63,399000,732,1,Retiree
2565,21,77000,365,8,Mass Market
2566,50,333000,614,7,Affluent
2567,18,50000,300,18,Mass Market
2568,36,174000,461,5,Mass Market
2569,48,254000,583,15,Mass Market
2570,33,159000,462,7,Mass Market
2571,31,119000,404,10,Mass Market
2572,70,457000,848,16,Retiree
2573,65,414000,773,2,Affluent
2574,22,106000,346,18,Mass Market
2575,58,374000,695,15,Affluent
2576,43,327000,545,19,Affluent
2577,45,207000,527,20,Mass Market
2578,19,67000,319,14,Mass Market
2579,67,430000,839,2,Retiree
2580,23,61000,370,18,Mass Market
2581,26,113000,392,9,Mass Market
2582,50,304000,568,1,Affluent
2583,58,404000,725,16,Affluent
2584,42,246000,560,12,Mass Market
2585,65,407000,797,12,Retiree
2586,30,156000,391,19,Mass Market
2587,26,107000,367,10,Mass Market
2588,70,434000,766,20,Affluent
2589,30,139000,371,5,Mass Market
2590,48,298000,577,3,Mass Market
2591,58,374000,707,9,Affluent
2592,28,140000,386,15,Mass Market
2593,21,58000,309,14,Mass Market
2594,51,325000,634,11,Affluent
2595,55,351000,566,13,Affluent
2596,63,415000,726,7,Retiree
2597,21,75000,340,2,Mass Market
2598,55,413000,651,3,Affluent
2599,36,228000,516,20,Mass Market
2600,23,99000,329,8,Mass Market
2601,51,291000,606,1,Mass Market
2602,35,178000,437,4,Mass Market
2603,30,195000,395,13,Mass Market
2604,58,355000,701,14,Affluent
2605,40,222000,540,9,Mass Market
2606,36,188000,541,3,Mass Market
2607,62,415000,749,14,Retiree
2608,28,117000,363,4,Mass Market
2609,18,55000,337,17,Mass Market
2610,41,222000,541,15,Mass Market
2611,71,500000,821,12,Affluent
2612,24,78000,391,14,Mass Market
2613,42,272000,607,19,Mass Market
2614,38,193000,491,10,Mass Market
2615,32,137000,413,5,Mass Market
2616,18,50000,340,17,Mass Market
2617,29,87000,488,17,Mass Market
2618,24,111000,363,3,Mass Market
2619,32,128000,438,16,Mass Market
2620,38,200000,502,9,Mass Market
2621,36,217000,490,17,Mass Market
2622,46,297000,533,20,Mass Market
2623,42,200000,545,12,Mass Market
2624,50,316000,622,2,Affluent
2625,66,470000,778,20,Retiree
2626,49,280000,609,16,Mass Market
2627,66,451000,774,6,Retiree
2628,52,289000,571,2,Mass Market
2629,61,407000,701,9,Affluent
2630,55,351000,689,5,Affluent
2631,43,271000,578,18,Mass Market
2632,28,148000,386,18,Mass Market
2633,52,283000,605,10,Mass Market
2634,25,110000,390,10,Mass Market
2635,63,455000,750,10,Retiree
2636,31,89000,424,18,Mass Market
2637,27,151000,414,16,Mass Market
2638,19,106000,300,6,Mass Market
2639,63,367000,777,12,Affluent
2640,26,94000,334,4,Mass Market
2641,20,82000,300,20,Mass Market
2642,38,184000,465,16,Mass Market
2643,43,292000,528,11,Mass Market
2644,25,138000,378,1,Mass Market
2645,65,386000,782,5,Retiree
2646,19,50000,307,17,Mass Market
2647,23,113000,311,11,Mass Market
2648,45,289000,505,14,Mass Market
2649,70,500000,836,9,Retiree
2650,46,249000,597,10,Mass Market
2651,43,295000,578,4,Mass Market
2652,42,215000,532,2,Mass Market
2653,29,153000,428,6,Mass Market
2654,22,109000,320,3,Mass Market
2655,51,225000,639,13,Mass Market
2656,65,455000,747,12,Retiree
2657,54,381000,629,18,Affluent
2658,32,195000,444,6,Mass Market
2659,61,457000,728,10,Affluent
2660,53,360000,671,6,Affluent
2661,32,146000,399,5,Mass Market
2662,60,425000,740,15,Affluent
2663,65,410000,766,15,Retiree
2664,40,229000,548,12,Mass Market
2665,23,115000,381,9,Mass Market
2666,63,425000,669,13,Retiree
2667,67,484000,813,16,Retiree
2668,61,470000,755,2,Retiree
2669,60,353000,675,17,Affluent
2670,62,394000,685,9,Affluent
2671,38,220000,520,19,Mass Market
2672,40,213000,519,6,Mass Market
2673,60,385000,693,4,Affluent
2674,72,500000,850,15,Retiree
2675,33,190000,456,18,Mass Market
2676,64,427000,689,12,Retiree
2677,70,472000,780,12,Retiree
2678,32,156000,469,20,Mass Market
2679,42,285000,537,17,Mass Market
2680,53,381000,622,7,Affluent
2681,28,161000,412,20,Mass Market
2682,68,417000,773,5,Retiree
2683,32,155000,400,12,Mass Market
2684,21,80000,360,17,Mass Market
2685,38,182000,531,2,Mass Market
2686,30,149000,432,4,Mass Market
2687,39,219000,460,2,Mass Market
2688,36,227000,532,14,Mass Market
2689,51,300000,679,14,Mass Market
2690,31,189000,466,13,Mass Market
2691,21,50000,339,17,Mass Market
2692,65,403000,764,17,Retiree
2693,70,456000,824,18,Affluent
2694,69,461000,767,3,Retiree
2695,63,339000,726,16,Retiree
2696,44,273000,538,19,Mass Market
2697,46,326000,593,6,Affluent
2698,64,439000,759,6,Retiree
2699,45,261000,536,18,Mass Market
2700,52,291000,586,9,Mass Market
2701,25,52000,379,18,Mass Market
2702,33,121000,415,6,Mass Market
2703,59,376000,665,9,Affluent
2704,53,394000,707,18,Affluent
2705,47,202000,654,16,Mass Market
2706,35,208000,453,13,Mass Market
2707,19,50000,300,11,Mass Market
2708,66,426000,808,8,Affluent
2709,30,118000,428,17,Mass Market
2710,21,50000,353,9,Mass Market
2711,43,255000,526,6,Mass Market
2712,42,251000,505,1,Mass Market
2713,47,303000,578,1,Affluent
2714,28,80000,403,13,Mass Market
2715,24,124000,337,7,Mass Market
2716,48,318000,634,10,Affluent
2717,61,408000,670,18,Affluent
2718,27,110000,401,6,Mass Market
2719,56,365000,677,13,Affluent
2720,30,142000,454,5,Mass Market
2721,48,320000,566,15,Affluent
2722,24,87000,380,12,Mass Market
2723,73,495000,850,11,Retiree
2724,66,384000,779,8,Affluent
2725,59,389000,676,5,Affluent
2726,59,357000,679,8,Affluent
2727,73,500000,831,5,Retiree
2728,53,355000,629,10,Affluent
2729,37,184000,524,15,Mass Market
2730,21,75000,334,6,Mass Market
2731,71,481000,844,18,Retiree
2732,24,109000,315,3,Mass Market
2733,71,500000,765,9,Retiree
2734,18,70000,300,10,Mass Market
2735,61,384000,684,7,Retiree
2736,73,500000,841,19,Retiree
2737,62,426000,707,2,Retiree
2738,59,422000,712,8,Affluent
2739,64,430000,728,7,Retiree
2740,30,159000,435,5,Mass Market
2741,72,480000,804,4,Retiree
2742,39,205000,450,11,Mass Market
2743,71,500000,846,10,Retiree
2744,38,219000,473,1,Mass Market
2745,39,215000,547,4,Mass Market
2746,45,236000,546,6,Mass Market
2747,26,161000,354,18,Mass Market
2748,43,254000,537,13,Mass Market
2749,26,77000,362,13,Mass Market
2750,32,165000,441,1,Mass Market
2751,27,116000,400,4,Mass Market
2752,41,228000,543,4,Mass Market
2753,74,500000,847,18,Affluent
2754,59,373000,658,18,Affluent
2755,25,97000,420,18,Mass Market
2756,41,276000,515,15,Mass Market
2757,33,118000,435,18,Mass Market
2758,66,434000,769,15,Retiree
2759,43,279000,538,17,Mass Market
2760,44,278000,503,5,Mass Market
2761,54,370000,671,11,Affluent
2762,21,135000,305,16,Mass Market
2763,67,495000,772,20,Retiree
2764,41,200000,579,2,Mass Market
2765,36,146000,505,17,Mass Market
2766,53,341000,692,1,Affluent
2767,56,315000,653,18,Affluent
2768,27,65000,410,17,Mass Market
2769,42,252000,548,18,Mass Market
2770,35,204000,465,19,Mass Market
2771,36,246000,454,5,Mass Market
2772,53,354000,676,13,Affluent
2773,27,180000,373,6,Mass Market
2774,50,318000,618,13,Affluent
