"TransactionID","CustomerID","Product","Variation","Date"
"6239","1239","Business Loan","Term Loan","05/08/2020"
"6240","1240","Mortgage","Fixed Rate","01/10/2023"
"6241","1241","Student Loan","Consolidation","07/27/2020"
"6242","1242","Auto Loan","Used Car","02/15/2020"
"6243","1243","Retirement Account","Simple IRA","05/06/2021"
"6244","1244","Savings Account","High Yield","01/01/2020"
"6245","1245","Credit Card","Business","05/05/2024"
"6246","1246","Mortgage","Adjustable Rate","04/02/2023"
"6247","1247","Certificate of Deposit","2-Year","04/16/2022"
"6248","1248","Business Loan","SBA Loan","02/03/2025"
"6249","1249","Business Loan","SBA Loan","04/13/2022"
"6250","1250","Mortgage","Interest Only","04/03/2021"
"6251","1251","Personal Loan","Secured","06/22/2024"
"6252","1252","Home Equity Loan","HELOC","03/08/2022"
"6253","1253","Personal Loan","Secured","06/22/2022"
"6254","1254","Home Equity Loan","Variable Rate","09/14/2020"
"6255","1255","Checking Account","Interest Bearing","01/28/2023"
"6256","1256","Business Loan","SBA Loan","03/09/2025"
"6257","1257","Personal Loan","Debt Consolidation","04/09/2024"
"6258","1258","Savings Account","High Yield","03/16/2023"
"6259","1259","Home Equity Loan","Fixed Rate","01/24/2022"
"6260","1260","Investment Account","Brokerage","05/25/2024"
"6261","1261","Savings Account","Children's Savings","03/10/2025"
"6262","1262","Home Equity Loan","HELOC","01/14/2020"
"6263","1263","Investment Account","Managed","03/05/2021"
"6264","1264","Investment Account","Managed","03/11/2022"
"6265","1265","Auto Loan","Lease","08/09/2023"
"6266","1266","Personal Loan","Secured","05/24/2022"
"6267","1267","Personal Loan","Home Improvement","03/08/2022"
"6268","1268","Home Equity Loan","Variable Rate","10/07/2024"
"6269","1269","Mortgage","Interest Only","07/11/2022"
"6270","1270","Certificate of Deposit","1-Year","06/06/2022"
"6271","1271","Savings Account","High Yield","09/25/2020"
"6272","1272","Checking Account","Basic","01/18/2024"
"6273","1273","Investment Account","Self-Directed","09/23/2023"
"6274","1274","Business Loan","Line of Credit","01/03/2025"
"6275","1275","Retirement Account","Simple IRA","12/30/2023"
"6276","1276","Savings Account","Children's Savings","08/07/2021"
"6277","1277","Certificate of Deposit","2-Year","03/27/2020"
"6278","1278","Checking Account","Senior","12/16/2020"
"6279","1279","Savings Account","Money Market","01/31/2025"
"6280","1280","Student Loan","Federal","12/18/2023"
"6281","1281","Business Loan","Equipment Financing","08/28/2024"
"6282","1282","Business Loan","SBA Loan","01/06/2025"
"6283","1283","Business Loan","Term Loan","06/08/2023"
"6284","1284","Credit Card","Travel","09/23/2024"
"6285","1285","Personal Loan","Home Improvement","07/21/2021"
"6286","1286","Home Equity Loan","HELOC","08/02/2020"
"6287","1287","Mortgage","Interest Only","03/27/2022"
"6288","1288","Savings Account","Children's Savings","09/18/2024"
"6289","1289","Mortgage","Fixed Rate","06/19/2024"
"6290","1290","Checking Account","Premium","01/26/2022"
"6291","1291","Mortgage","Adjustable Rate","11/09/2021"
"6292","1292","Savings Account","High Yield","04/02/2022"
"6293","1293","Mortgage","Adjustable Rate","08/28/2022"
"6294","1294","Personal Loan","Home Improvement","03/23/2021"
"6295","1295","Savings Account","High Yield","11/29/2024"
"6296","1296","Personal Loan","Home Improvement","05/15/2020"
"6297","1297","Business Loan","Term Loan","10/08/2024"
"6298","1298","Auto Loan","Refinance","01/30/2022"
"6299","1299","Certificate of Deposit","1-Year","09/10/2020"
"6300","1300","Personal Loan","Debt Consolidation","11/24/2020"
"6301","1301","Mortgage","Fixed Rate","06/11/2021"
"6302","1302","Savings Account","Children's Savings","12/22/2024"
"6303","1303","Checking Account","Basic","03/04/2024"
"6304","1304","Checking Account","Premium","08/22/2024"
"6305","1305","Personal Loan","Home Improvement","04/29/2022"
"6306","1306","Home Equity Loan","HELOC","09/20/2020"
"6307","1307","Retirement Account","Roth IRA","03/09/2025"
"6308","1308","Certificate of Deposit","5-Year","10/08/2022"
"6309","1309","Savings Account","Money Market","01/07/2021"
"6310","1310","Checking Account","Interest Bearing","12/19/2022"
"6311","1311","Retirement Account","IRA","04/02/2021"
"6312","1312","Auto Loan","Refinance","02/18/2022"
"6313","1313","Mortgage","Interest Only","01/23/2024"
"6314","1314","Mortgage","Fixed Rate","11/29/2021"
"6315","1315","Savings Account","Children's Savings","07/05/2020"
"6316","1316","Certificate of Deposit","5-Year","08/27/2022"
"6317","1317","Auto Loan","Used Car","07/18/2022"
"6318","1318","Checking Account","Interest Bearing","11/01/2023"
"6319","1319","Savings Account","Regular","12/08/2023"
"6320","1320","Investment Account","Brokerage","02/13/2020"
"6321","1321","Investment Account","Robo Advisor","02/11/2024"
"6322","1322","Auto Loan","Lease","06/14/2020"
"6323","1323","Investment Account","Brokerage","03/22/2023"
"6324","1324","Credit Card","Cashback","03/21/2023"
"6325","1325","Investment Account","Brokerage","04/06/2020"
"6326","1326","Auto Loan","Lease","12/01/2021"
"6327","1327","Home Equity Loan","HELOC","03/06/2023"
"6328","1328","Savings Account","High Yield","05/25/2023"
"6329","1329","Personal Loan","Unsecured","12/05/2020"
"6330","1330","Student Loan","Private","01/13/2025"
"6331","1331","Auto Loan","New Car","07/27/2020"
"6332","1332","Auto Loan","Used Car","02/21/2020"
"6333","1333","Credit Card","Travel","05/06/2023"
"6334","1334","Student Loan","Consolidation","01/11/2024"
"6335","1335","Checking Account","Interest Bearing","04/20/2024"
"6336","1336","Credit Card","Travel","02/02/2023"
"6337","1337","Retirement Account","401K","07/04/2022"
"6338","1338","Mortgage","Reverse Mortgage","10/15/2023"
"6339","1339","Credit Card","Rewards","08/03/2022"
"6340","1340","Home Equity Loan","HELOC","06/07/2021"
"6341","1341","Certificate of Deposit","10-Year","06/21/2022"
"6342","1342","Auto Loan","Refinance","08/30/2024"
"6343","1343","Student Loan","Private","02/10/2024"
"6344","1344","Checking Account","Premium","08/01/2020"
"6345","1345","Investment Account","Robo Advisor","04/26/2024"
"6346","1346","Retirement Account","IRA","10/04/2023"
"6347","1347","Auto Loan","Used Car","05/03/2022"
"6348","1348","Investment Account","Self-Directed","02/04/2024"
"6349","1349","Checking Account","Senior","12/26/2022"
"6350","1350","Mortgage","Reverse Mortgage","08/03/2022"
"6351","1351","Auto Loan","New Car","06/17/2020"
"6352","1352","Checking Account","Interest Bearing","05/31/2020"
"6353","1353","Mortgage","Fixed Rate","04/18/2021"
"6354","1354","Personal Loan","Unsecured","07/15/2020"
"6355","1355","Home Equity Loan","Variable Rate","01/13/2020"
"6356","1356","Business Loan","Line of Credit","01/10/2022"
"6357","1357","Auto Loan","Lease","06/04/2022"
"6358","1358","Savings Account","Regular","06/10/2020"
"6359","1359","Mortgage","Reverse Mortgage","09/06/2021"
"6360","1360","Mortgage","Adjustable Rate","10/04/2021"
"6361","1361","Business Loan","Equipment Financing","08/30/2021"
"6362","1362","Business Loan","SBA Loan","12/28/2021"
"6363","1363","Certificate of Deposit","5-Year","10/02/2024"
"6364","1364","Credit Card","Rewards","10/04/2021"
"6365","1365","Retirement Account","Simple IRA","07/08/2022"
"6366","1366","Business Loan","Equipment Financing","02/18/2024"
"6367","1367","Certificate of Deposit","5-Year","10/03/2024"
"6368","1368","Mortgage","Interest Only","03/13/2022"
"6369","1369","Certificate of Deposit","5-Year","12/16/2024"
"6370","1370","Certificate of Deposit","1-Year","03/11/2025"
"6371","1371","Student Loan","Refinance","09/17/2023"
"6372","1372","Mortgage","Fixed Rate","12/07/2022"
"6373","1373","Credit Card","Rewards","07/08/2021"
"6374","1374","Business Loan","SBA Loan","06/04/2024"
"6375","1375","Retirement Account","Roth IRA","12/27/2022"
"6376","1376","Student Loan","Refinance","08/21/2020"
"6377","1377","Savings Account","Children's Savings","08/28/2020"
"6378","1378","Personal Loan","Unsecured","01/19/2024"
"6379","1379","Mortgage","Reverse Mortgage","10/19/2022"
"6380","1380","Auto Loan","New Car","09/30/2024"
"6381","1381","Student Loan","Federal","09/14/2024"
"6382","1382","Investment Account","Self-Directed","05/18/2023"
"6383","1383","Certificate of Deposit","2-Year","06/02/2020"
"6384","1384","Retirement Account","Roth IRA","06/07/2020"
"6385","1385","Checking Account","Interest Bearing","06/30/2020"
"6386","1386","Checking Account","Interest Bearing","04/22/2023"
"6387","1387","Credit Card","Business","07/21/2021"
"6388","1388","Business Loan","Line of Credit","07/20/2024"
"6389","1389","Business Loan","Equipment Financing","07/18/2021"
"6390","1390","Personal Loan","Unsecured","05/08/2023"
"6391","1391","Mortgage","Reverse Mortgage","06/29/2021"
"6392","1392","Business Loan","Line of Credit","12/05/2022"
"6393","1393","Credit Card","Business","10/09/2024"
"6394","1394","Home Equity Loan","Fixed Rate","12/05/2020"
"6395","1395","Savings Account","Regular","04/21/2022"
"6396","1396","Credit Card","Travel","07/15/2021"
"6397","1397","Home Equity Loan","Fixed Rate","12/09/2021"
"6398","1398","Investment Account","Managed","02/28/2024"
"6399","1399","Investment Account","Self-Directed","06/06/2021"
"6400","1400","Business Loan","Equipment Financing","03/21/2025"
"6401","1401","Student Loan","Consolidation","08/18/2020"
"6402","1402","Savings Account","Regular","01/14/2023"
"6403","1403","Student Loan","Consolidation","02/09/2025"
"6404","1404","Auto Loan","Lease","03/15/2023"
"6405","1405","Home Equity Loan","Variable Rate","11/01/2021"
"6406","1406","Retirement Account","401K","11/13/2020"
"6407","1407","Certificate of Deposit","5-Year","06/18/2021"
"6408","1408","Business Loan","Equipment Financing","10/15/2023"
"6409","1409","Checking Account","Interest Bearing","04/19/2023"
"6410","1410","Mortgage","Adjustable Rate","05/16/2024"
"6411","1411","Mortgage","Interest Only","03/14/2020"
"6412","1412","Retirement Account","401K","06/12/2021"
"6413","1413","Credit Card","Cashback","06/12/2022"
"6414","1414","Credit Card","Travel","01/06/2025"
"6415","1415","Personal Loan","Unsecured","07/02/2023"
"6416","1416","Business Loan","Term Loan","12/30/2020"
"6417","1417","Student Loan","Refinance","09/20/2020"
"6418","1418","Checking Account","Interest Bearing","03/27/2022"
"6419","1419","Retirement Account","Simple IRA","03/18/2025"
"6420","1420","Certificate of Deposit","5-Year","07/03/2020"
"6421","1421","Student Loan","Consolidation","12/26/2023"
"6422","1422","Credit Card","Rewards","11/23/2021"
"6423","1423","Credit Card","Business","08/15/2022"
"6424","1424","Business Loan","SBA Loan","02/20/2024"
"6425","1425","Investment Account","Self-Directed","12/30/2021"
"6426","1426","Savings Account","Money Market","02/03/2023"
"6427","1427","Personal Loan","Debt Consolidation","12/28/2023"
"6428","1428","Certificate of Deposit","1-Year","07/20/2021"
"6429","1429","Mortgage","Reverse Mortgage","05/16/2020"
"6430","1430","Home Equity Loan","HELOC","08/04/2023"
"6431","1431","Checking Account","Interest Bearing","12/08/2020"
"6432","1432","Investment Account","Self-Directed","10/07/2023"
"6433","1433","Savings Account","Money Market","05/11/2024"
"6434","1434","Mortgage","Interest Only","09/03/2021"
"6435","1435","Auto Loan","Lease","01/05/2020"
"6436","1436","Certificate of Deposit","1-Year","03/25/2025"
"6437","1437","Savings Account","High Yield","09/15/2021"
"6438","1438","Certificate of Deposit","10-Year","01/12/2024"
"6439","1439","Savings Account","Money Market","05/12/2021"
"6440","1440","Mortgage","Adjustable Rate","06/18/2024"
"6441","1441","Savings Account","High Yield","01/28/2025"
"6442","1442","Savings Account","High Yield","08/10/2020"
"6443","1443","Credit Card","Cashback","09/17/2024"
"6444","1444","Checking Account","Premium","08/10/2022"
"6445","1445","Auto Loan","Lease","03/21/2025"
"6446","1446","Investment Account","Robo Advisor","03/06/2023"
"6447","1447","Savings Account","High Yield","01/06/2022"
"6448","1448","Credit Card","Cashback","11/21/2024"
"6449","1449","Business Loan","Equipment Financing","03/05/2025"
"6450","1450","Mortgage","Reverse Mortgage","06/21/2021"
"6451","1451","Retirement Account","Simple IRA","12/03/2021"
"6452","1452","Checking Account","Interest Bearing","07/12/2020"
"6453","1453","Retirement Account","Roth IRA","03/12/2022"
"6454","1454","Business Loan","Equipment Financing","09/22/2023"
"6455","1455","Checking Account","Interest Bearing","10/26/2022"
"6456","1456","Certificate of Deposit","10-Year","09/23/2022"
"6457","1457","Savings Account","Regular","01/27/2025"
"6458","1458","Business Loan","Line of Credit","03/01/2025"
"6459","1459","Mortgage","Adjustable Rate","01/01/2022"
"6460","1460","Investment Account","Self-Directed","07/31/2020"
"6461","1461","Business Loan","Term Loan","08/09/2021"
"6462","1462","Savings Account","Children's Savings","07/25/2022"
"6463","1463","Auto Loan","New Car","04/01/2022"
"6464","1464","Business Loan","Term Loan","03/08/2024"
"6465","1465","Credit Card","Rewards","11/06/2021"
"6466","1466","Business Loan","SBA Loan","06/08/2023"
"6467","1467","Credit Card","Business","10/01/2022"
"6468","1468","Savings Account","Children's Savings","11/10/2024"
"6469","1469","Credit Card","Rewards","01/19/2023"
"6470","1470","Personal Loan","Unsecured","05/01/2022"
"6471","1471","Certificate of Deposit","5-Year","09/16/2021"
"6472","1472","Certificate of Deposit","1-Year","09/25/2023"
"6473","1473","Auto Loan","New Car","10/03/2021"
"6474","1474","Checking Account","Senior","09/04/2021"
"6475","1475","Mortgage","Fixed Rate","04/11/2024"
"6476","1476","Home Equity Loan","Variable Rate","06/13/2021"
"6477","1477","Credit Card","Cashback","10/06/2024"
"6478","1478","Certificate of Deposit","2-Year","05/18/2023"
"6479","1479","Credit Card","Cashback","11/04/2023"
"6480","1480","Auto Loan","New Car","01/11/2020"
"6481","1481","Student Loan","Private","03/19/2024"
"6482","1482","Business Loan","Term Loan","06/26/2024"
"6483","1483","Mortgage","Reverse Mortgage","10/06/2024"
"6484","1484","Mortgage","Fixed Rate","06/06/2024"
"6485","1485","Investment Account","Managed","07/08/2021"
"6486","1486","Checking Account","Premium","02/02/2022"
"6487","1487","Business Loan","SBA Loan","07/04/2021"
"6488","1488","Checking Account","Senior","01/24/2025"
"6489","1489","Auto Loan","Refinance","08/15/2024"
"6490","1490","Business Loan","Equipment Financing","02/13/2025"
"6491","1491","Credit Card","Cashback","01/24/2022"
"6492","1492","Student Loan","Federal","01/12/2023"
"6493","1493","Student Loan","Federal","12/02/2020"
"6494","1494","Savings Account","Regular","02/24/2020"
"6495","1495","Auto Loan","Refinance","09/06/2023"
"6496","1496","Auto Loan","Lease","01/21/2023"
"6497","1497","Mortgage","Fixed Rate","04/17/2020"
"6498","1498","Student Loan","Private","04/30/2022"
"6499","1499","Credit Card","Travel","10/05/2023"
"6500","1500","Credit Card","Business","02/12/2021"
"6501","1501","Retirement Account","401K","10/21/2024"
"6502","1502","Mortgage","Adjustable Rate","07/02/2021"
"6503","1503","Savings Account","High Yield","01/15/2022"
"6504","1504","Personal Loan","Home Improvement","07/15/2024"
"6505","1505","Business Loan","Equipment Financing","08/09/2021"
"6506","1506","Personal Loan","Debt Consolidation","05/16/2023"
"6507","1507","Mortgage","Interest Only","04/29/2022"
"6508","1508","Personal Loan","Secured","05/03/2021"
"6509","1509","Student Loan","Consolidation","04/01/2022"
"6510","1510","Mortgage","Interest Only","03/13/2020"
"6511","1511","Mortgage","Reverse Mortgage","07/12/2022"
"6512","1512","Business Loan","Line of Credit","01/19/2023"
"6513","1513","Mortgage","Adjustable Rate","03/16/2025"
"6514","1514","Mortgage","Adjustable Rate","03/30/2022"
"6515","1515","Mortgage","Reverse Mortgage","03/23/2021"
"6516","1516","Retirement Account","IRA","03/16/2022"
"6517","1517","Investment Account","Robo Advisor","01/09/2025"
"6518","1518","Certificate of Deposit","1-Year","02/21/2025"
"6519","1519","Credit Card","Rewards","06/12/2023"
"6520","1520","Checking Account","Premium","04/09/2022"
"6521","1521","Checking Account","Premium","10/15/2024"
"6522","1522","Student Loan","Refinance","08/02/2021"
"6523","1523","Savings Account","Regular","06/01/2023"
"6524","1524","Auto Loan","Used Car","05/24/2023"
"6525","1525","Certificate of Deposit","2-Year","06/14/2020"
"6526","1526","Business Loan","Equipment Financing","03/09/2021"
"6527","1527","Savings Account","Children's Savings","12/20/2022"
"6528","1528","Auto Loan","Refinance","12/24/2024"
"6529","1529","Auto Loan","Refinance","03/10/2020"
"6530","1530","Home Equity Loan","HELOC","05/14/2022"
"6531","1531","Personal Loan","Unsecured","06/26/2021"
"6532","1532","Personal Loan","Debt Consolidation","07/03/2020"
"6533","1533","Credit Card","Cashback","05/06/2020"
"6534","1534","Credit Card","Cashback","07/31/2024"
"6535","1535","Credit Card","Rewards","05/19/2020"
"6536","1536","Certificate of Deposit","10-Year","07/10/2023"
"6537","1537","Certificate of Deposit","10-Year","06/11/2024"
"6538","1538","Auto Loan","Refinance","06/04/2020"
"6539","1539","Certificate of Deposit","1-Year","11/26/2020"
"6540","1540","Personal Loan","Debt Consolidation","02/12/2024"
"6541","1541","Retirement Account","Roth IRA","12/16/2024"
"6542","1542","Investment Account","Brokerage","09/23/2021"
"6543","1543","Certificate of Deposit","1-Year","09/14/2022"
"6544","1544","Credit Card","Travel","11/16/2020"
"6545","1545","Checking Account","Senior","06/12/2020"
"6546","1546","Mortgage","Interest Only","09/11/2023"
"6547","1547","Credit Card","Cashback","05/17/2020"
"6548","1548","Credit Card","Business","11/01/2024"
"6549","1549","Auto Loan","Used Car","03/22/2022"
"6550","1550","Home Equity Loan","HELOC","07/20/2020"
"6551","1551","Retirement Account","IRA","03/30/2020"
"6552","1552","Certificate of Deposit","2-Year","09/20/2022"
"6553","1553","Investment Account","Self-Directed","11/03/2024"
"6554","1554","Home Equity Loan","HELOC","01/12/2024"
"6555","1555","Certificate of Deposit","2-Year","08/08/2021"
"6556","1556","Savings Account","High Yield","01/09/2024"
"6557","1557","Business Loan","Term Loan","03/11/2022"
"6558","1558","Certificate of Deposit","10-Year","09/12/2022"
"6559","1559","Auto Loan","Lease","02/14/2024"
"6560","1560","Home Equity Loan","Fixed Rate","11/07/2021"
"6561","1561","Business Loan","Term Loan","03/19/2025"
"6562","1562","Credit Card","Cashback","10/14/2021"
"6563","1563","Personal Loan","Home Improvement","12/23/2020"
"6564","1564","Auto Loan","Used Car","02/28/2025"
"6565","1565","Student Loan","Federal","08/22/2021"
"6566","1566","Home Equity Loan","Variable Rate","09/28/2022"
"6567","1567","Home Equity Loan","HELOC","03/04/2025"
"6568","1568","Home Equity Loan","HELOC","01/02/2025"
"6569","1569","Student Loan","Refinance","11/08/2022"
"6570","1570","Credit Card","Travel","04/13/2022"
"6571","1571","Mortgage","Interest Only","11/19/2022"
"6572","1572","Checking Account","Interest Bearing","05/22/2023"
"6573","1573","Retirement Account","IRA","12/10/2023"
"6574","1574","Investment Account","Self-Directed","07/17/2022"
"6575","1575","Business Loan","Term Loan","02/02/2022"
"6576","1576","Certificate of Deposit","1-Year","06/16/2020"
"6577","1577","Savings Account","High Yield","10/16/2021"
"6578","1578","Student Loan","Private","09/29/2024"
"6579","1579","Certificate of Deposit","5-Year","12/21/2020"
"6580","1580","Investment Account","Brokerage","10/19/2023"
"6581","1581","Retirement Account","Simple IRA","09/21/2023"
"6582","1582","Credit Card","Rewards","03/25/2020"
"6583","1583","Checking Account","Interest Bearing","05/15/2022"
"6584","1584","Credit Card","Cashback","02/01/2023"
"6585","1585","Checking Account","Premium","02/15/2023"
"6586","1586","Credit Card","Cashback","11/27/2022"
"6587","1587","Auto Loan","New Car","04/27/2021"
"6588","1588","Personal Loan","Debt Consolidation","04/25/2021"
"6589","1589","Credit Card","Business","05/15/2020"
"6590","1590","Certificate of Deposit","10-Year","03/16/2020"
"6591","1591","Personal Loan","Unsecured","10/21/2020"
"6592","1592","Auto Loan","Lease","11/11/2020"
"6593","1593","Business Loan","Term Loan","05/11/2021"
"6594","1594","Checking Account","Senior","08/13/2022"
"6595","1595","Credit Card","Business","09/12/2021"
"6596","1596","Credit Card","Travel","05/10/2024"
"6597","1597","Certificate of Deposit","2-Year","10/14/2022"
"6598","1598","Business Loan","SBA Loan","01/18/2020"
"6599","1599","Auto Loan","Lease","03/29/2025"
"6600","1600","Student Loan","Consolidation","03/07/2021"
"6601","1601","Student Loan","Private","09/07/2021"
"6602","1602","Student Loan","Private","05/28/2020"
"6603","1603","Savings Account","Money Market","03/15/2021"
"6604","1604","Investment Account","Robo Advisor","08/06/2020"
"6605","1605","Credit Card","Cashback","01/06/2020"
"6606","1606","Home Equity Loan","HELOC","11/01/2021"
"6607","1607","Personal Loan","Unsecured","06/21/2024"
"6608","1608","Certificate of Deposit","5-Year","04/18/2022"
"6609","1609","Auto Loan","Used Car","10/15/2022"
"6610","1610","Investment Account","Brokerage","06/13/2022"
"6611","1611","Credit Card","Travel","06/28/2023"
"6612","1612","Checking Account","Senior","12/20/2022"
"6613","1613","Auto Loan","New Car","02/11/2024"
"6614","1614","Credit Card","Rewards","03/24/2025"
"6615","1615","Home Equity Loan","Variable Rate","03/08/2020"
"6616","1616","Auto Loan","New Car","01/04/2024"
"6617","1617","Home Equity Loan","Fixed Rate","09/09/2020"
"6618","1618","Personal Loan","Home Improvement","04/08/2022"
"6619","1619","Investment Account","Self-Directed","06/02/2022"
"6620","1620","Credit Card","Business","09/15/2021"
"6621","1621","Auto Loan","Refinance","04/01/2024"
"6622","1622","Auto Loan","Refinance","08/19/2024"
"6623","1623","Mortgage","Adjustable Rate","12/26/2022"
"6624","1624","Credit Card","Rewards","01/24/2025"
"6625","1625","Savings Account","Children's Savings","05/29/2021"
"6626","1626","Savings Account","Children's Savings","03/16/2025"
"6627","1627","Certificate of Deposit","5-Year","10/02/2022"
"6628","1628","Savings Account","Children's Savings","09/06/2021"
"6629","1629","Credit Card","Rewards","06/03/2020"
"6630","1630","Mortgage","Adjustable Rate","03/16/2024"
"6631","1631","Home Equity Loan","Fixed Rate","09/20/2023"
"6632","1632","Investment Account","Self-Directed","04/25/2022"
"6633","1633","Personal Loan","Home Improvement","01/22/2021"
"6634","1634","Mortgage","Reverse Mortgage","01/04/2020"
"6635","1635","Mortgage","Adjustable Rate","09/11/2022"
"6636","1636","Business Loan","Equipment Financing","01/14/2021"
"6637","1637","Auto Loan","Lease","10/04/2024"
"6638","1638","Personal Loan","Home Improvement","02/02/2020"
"6639","1639","Credit Card","Travel","10/31/2022"
"6640","1640","Savings Account","Regular","12/16/2021"
"6641","1641","Credit Card","Travel","10/08/2024"
"6642","1642","Savings Account","Regular","03/12/2024"
"6643","1643","Credit Card","Travel","07/03/2020"
"6644","1644","Checking Account","Interest Bearing","03/23/2023"
"6645","1645","Business Loan","Term Loan","05/05/2022"
"6646","1646","Mortgage","Adjustable Rate","03/17/2025"
"6647","1647","Certificate of Deposit","1-Year","07/10/2022"
"6648","1648","Certificate of Deposit","2-Year","11/24/2021"
"6649","1649","Mortgage","Adjustable Rate","05/26/2021"
"6650","1650","Checking Account","Interest Bearing","10/28/2021"
"6651","1651","Mortgage","Adjustable Rate","06/05/2023"
"6652","1652","Credit Card","Business","04/19/2021"
"6653","1653","Checking Account","Interest Bearing","04/11/2020"
"6654","1654","Home Equity Loan","HELOC","09/13/2024"
"6655","1655","Checking Account","Senior","09/14/2020"
"6656","1656","Mortgage","Reverse Mortgage","12/05/2024"
"6657","1657","Credit Card","Rewards","03/12/2020"
"6658","1658","Auto Loan","New Car","03/02/2024"
"6659","1659","Certificate of Deposit","2-Year","12/25/2020"
"6660","1660","Retirement Account","IRA","06/02/2022"
"6661","1661","Business Loan","Line of Credit","09/28/2022"
"6662","1662","Business Loan","Line of Credit","01/29/2025"
"6663","1663","Checking Account","Basic","06/18/2023"
"6664","1664","Certificate of Deposit","5-Year","04/24/2020"
"6665","1665","Investment Account","Brokerage","07/30/2021"
"6666","1666","Credit Card","Rewards","12/17/2024"
"6667","1667","Credit Card","Business","12/04/2023"
"6668","1668","Savings Account","Children's Savings","08/05/2024"
"6669","1669","Personal Loan","Debt Consolidation","12/21/2023"
"6670","1670","Auto Loan","Used Car","10/18/2024"
"6671","1671","Retirement Account","Simple IRA","08/29/2024"
"6672","1672","Business Loan","Line of Credit","03/31/2024"
"6673","1673","Checking Account","Senior","06/30/2021"
"6674","1674","Checking Account","Interest Bearing","12/19/2024"
"6675","1675","Personal Loan","Secured","03/09/2023"
"6676","1676","Personal Loan","Home Improvement","11/10/2024"
"6677","1677","Credit Card","Travel","11/03/2020"
"6678","1678","Home Equity Loan","HELOC","02/25/2022"
"6679","1679","Student Loan","Consolidation","03/04/2025"
"6680","1680","Credit Card","Rewards","01/26/2021"
"6681","1681","Savings Account","Regular","07/08/2024"
"6682","1682","Auto Loan","Lease","03/27/2020"
"6683","1683","Business Loan","Equipment Financing","03/08/2023"
"6684","1684","Business Loan","Term Loan","11/03/2023"
"6685","1685","Certificate of Deposit","1-Year","12/02/2022"
"6686","1686","Credit Card","Travel","05/15/2022"
"6687","1687","Auto Loan","Used Car","12/28/2022"
"6688","1688","Auto Loan","Used Car","08/27/2024"
"6689","1689","Credit Card","Business","06/01/2020"
"6690","1690","Home Equity Loan","Variable Rate","04/16/2021"
"6691","1691","Business Loan","SBA Loan","10/25/2021"
"6692","1692","Auto Loan","Refinance","09/09/2021"
"6693","1693","Home Equity Loan","Fixed Rate","10/16/2020"
"6694","1694","Retirement Account","IRA","02/27/2024"
"6695","1695","Certificate of Deposit","5-Year","02/16/2025"
"6696","1696","Personal Loan","Secured","07/26/2022"
"6697","1697","Credit Card","Travel","05/20/2022"
"6698","1698","Certificate of Deposit","1-Year","06/02/2024"
"6699","1699","Retirement Account","Simple IRA","02/08/2023"
"6700","1700","Retirement Account","401K","07/15/2023"
"6701","1701","Certificate of Deposit","5-Year","12/07/2023"
"6702","1702","Credit Card","Rewards","04/21/2021"
"6703","1703","Certificate of Deposit","5-Year","08/10/2024"
"6704","1704","Investment Account","Brokerage","09/20/2023"
"6705","1705","Home Equity Loan","HELOC","01/21/2021"
"6706","1706","Savings Account","High Yield","09/21/2023"
"6707","1707","Checking Account","Premium","01/26/2025"
"6708","1708","Certificate of Deposit","5-Year","04/11/2021"
"6709","1709","Retirement Account","Roth IRA","05/25/2024"
"6710","1710","Auto Loan","New Car","06/18/2023"
"6711","1711","Retirement Account","Simple IRA","08/15/2020"
"6712","1712","Business Loan","Equipment Financing","08/12/2024"
"6713","1713","Mortgage","Reverse Mortgage","09/01/2022"
"6714","1714","Retirement Account","401K","03/13/2020"
"6715","1715","Credit Card","Cashback","04/01/2024"
"6716","1716","Mortgage","Adjustable Rate","04/06/2020"
"6717","1717","Business Loan","SBA Loan","07/05/2023"
"6718","1718","Credit Card","Cashback","09/19/2020"
"6719","1719","Mortgage","Interest Only","10/11/2022"
"6720","1720","Business Loan","Equipment Financing","08/10/2020"
"6721","1721","Home Equity Loan","Fixed Rate","03/29/2024"
"6722","1722","Savings Account","Regular","04/29/2021"
"6723","1723","Personal Loan","Secured","09/16/2020"
"6724","1724","Checking Account","Basic","09/04/2024"
"6725","1725","Investment Account","Self-Directed","07/09/2020"
"6726","1726","Credit Card","Rewards","09/22/2020"
"6727","1727","Home Equity Loan","Fixed Rate","07/10/2021"
"6728","1728","Credit Card","Travel","09/08/2022"
"6729","1729","Business Loan","Term Loan","08/03/2020"
"6730","1730","Student Loan","Refinance","08/16/2023"
"6731","1731","Personal Loan","Home Improvement","09/14/2024"
"6732","1732","Investment Account","Robo Advisor","05/25/2020"
"6733","1733","Auto Loan","Lease","06/06/2021"
"6734","1734","Mortgage","Reverse Mortgage","01/23/2022"
"6735","1735","Business Loan","Equipment Financing","04/20/2023"
"6736","1736","Mortgage","Reverse Mortgage","02/24/2024"
"6737","1737","Savings Account","High Yield","02/26/2023"
"6738","1738","Retirement Account","401K","07/18/2021"
"6739","1739","Retirement Account","401K","03/02/2025"
"6740","1740","Personal Loan","Unsecured","10/09/2024"
"6741","1741","Investment Account","Managed","12/18/2021"
"6742","1742","Retirement Account","Simple IRA","11/22/2022"
"6743","1743","Student Loan","Consolidation","01/25/2021"
"6744","1744","Personal Loan","Home Improvement","03/23/2020"
