CensusDateKey,CensusDateDate,CensusDateDayInQuarter,CensusDateDayName,CensusDateDayNameAbbrevation,CensusDateDayOfMonth,CensusDateDayOfWeek,CensusDateDayOfWeekInMonth,CensusDateDayOfYear,CensusDateFirstDayOfMonth,CensusDateFirstDayOfQuarter,CensusDateFirstDayofYear,CensusDateHoliday,CensusDateIsHoliday,CensusDateIsWeekday,CensusDateIsWeekend,CensusDateLastDayOfQuarter,CensusDateLastDayofMonth,CensusDateLastDayofYear,CensusDateMonth,CensusDateMonthAbbrevation,CensusDateMonthName,CensusDateMonthOfQuarter,CensusDateQuarter,CensusDateQuarterName,CensusDateQuarterShortName,CensusDateWeekOfMonth,CensusDateWeekOfQuarter,CensusDateWeekOfYear,CensusDateYYYYMM,CensusDateYear,CensusDateYearAndQuarter,CensusDateYearMonth,CensusDateYearName,CensusDateFirstDayOfFiscalYear,CensusDateFiscalDateKey,CensusDateFiscalDayOfYear,CensusDateFiscalMonth,CensusDateFiscalQuarter,CensusDateFiscalQuarterName,CensusDateFiscalWeekOfYear,CensusDateFiscalYear,CensusDateIsFirstDayOfFiscalYear,CensusDateIsLastOfFiscalYear,CensusDateLastDayOfFiscalYear
20211113,2021-11-13 00:00:00,44,Saturday,Sat,13,7,2,317,2021-11-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,,False,False,True,2021-12-31 00:00:00,2021-11-30 00:00:00,2021-12-31 00:00:00,11,Nov,November,2,4,Fourth,Q4,2,7,45,2021/11,2021,2021/Q4,2021/Nov,CY 2021,2021-10-01 00:00:00,20211113,44,2,1,Q1,7,FY2022,0,0,2022-09-30 00:00:00
20211114,2021-11-14 00:00:00,45,Sunday,Sun,14,1,2,318,2021-11-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,,False,False,True,2021-12-31 00:00:00,2021-11-30 00:00:00,2021-12-31 00:00:00,11,Nov,November,2,4,Fourth,Q4,2,7,45,2021/11,2021,2021/Q4,2021/Nov,CY 2021,2021-10-01 00:00:00,20211114,45,2,1,Q1,7,FY2022,0,0,2022-09-30 00:00:00
20211115,2021-11-15 00:00:00,46,Monday,Mon,15,2,3,319,2021-11-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-12-31 00:00:00,2021-11-30 00:00:00,2021-12-31 00:00:00,11,Nov,November,2,4,Fourth,Q4,3,7,46,2021/11,2021,2021/Q4,2021/Nov,CY 2021,2021-10-01 00:00:00,20211115,46,2,1,Q1,7,FY2022,0,0,2022-09-30 00:00:00
20211116,2021-11-16 00:00:00,47,Tuesday,Tue,16,3,3,320,2021-11-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-12-31 00:00:00,2021-11-30 00:00:00,2021-12-31 00:00:00,11,Nov,November,2,4,Fourth,Q4,3,7,46,2021/11,2021,2021/Q4,2021/Nov,CY 2021,2021-10-01 00:00:00,20211116,47,2,1,Q1,7,FY2022,0,0,2022-09-30 00:00:00
20211117,2021-11-17 00:00:00,48,Wednesday,Wed,17,4,3,321,2021-11-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-12-31 00:00:00,2021-11-30 00:00:00,2021-12-31 00:00:00,11,Nov,November,2,4,Fourth,Q4,3,7,46,2021/11,2021,2021/Q4,2021/Nov,CY 2021,2021-10-01 00:00:00,20211117,48,2,1,Q1,7,FY2022,0,0,2022-09-30 00:00:00
20211118,2021-11-18 00:00:00,49,Thursday,Thu,18,5,3,322,2021-11-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-12-31 00:00:00,2021-11-30 00:00:00,2021-12-31 00:00:00,11,Nov,November,2,4,Fourth,Q4,3,7,46,2021/11,2021,2021/Q4,2021/Nov,CY 2021,2021-10-01 00:00:00,20211118,49,2,1,Q1,7,FY2022,0,0,2022-09-30 00:00:00
20211119,2021-11-19 00:00:00,50,Friday,Fri,19,6,3,323,2021-11-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-12-31 00:00:00,2021-11-30 00:00:00,2021-12-31 00:00:00,11,Nov,November,2,4,Fourth,Q4,3,8,46,2021/11,2021,2021/Q4,2021/Nov,CY 2021,2021-10-01 00:00:00,20211119,50,2,1,Q1,8,FY2022,0,0,2022-09-30 00:00:00
20211120,2021-11-20 00:00:00,51,Saturday,Sat,20,7,3,324,2021-11-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,,False,False,True,2021-12-31 00:00:00,2021-11-30 00:00:00,2021-12-31 00:00:00,11,Nov,November,2,4,Fourth,Q4,3,8,46,2021/11,2021,2021/Q4,2021/Nov,CY 2021,2021-10-01 00:00:00,20211120,51,2,1,Q1,8,FY2022,0,0,2022-09-30 00:00:00
20211121,2021-11-21 00:00:00,52,Sunday,Sun,21,1,3,325,2021-11-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,,False,False,True,2021-12-31 00:00:00,2021-11-30 00:00:00,2021-12-31 00:00:00,11,Nov,November,2,4,Fourth,Q4,3,8,46,2021/11,2021,2021/Q4,2021/Nov,CY 2021,2021-10-01 00:00:00,20211121,52,2,1,Q1,8,FY2022,0,0,2022-09-30 00:00:00
20211122,2021-11-22 00:00:00,53,Monday,Mon,22,2,4,326,2021-11-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-12-31 00:00:00,2021-11-30 00:00:00,2021-12-31 00:00:00,11,Nov,November,2,4,Fourth,Q4,4,8,47,2021/11,2021,2021/Q4,2021/Nov,CY 2021,2021-10-01 00:00:00,20211122,53,2,1,Q1,8,FY2022,0,0,2022-09-30 00:00:00
20211123,2021-11-23 00:00:00,54,Tuesday,Tue,23,3,4,327,2021-11-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-12-31 00:00:00,2021-11-30 00:00:00,2021-12-31 00:00:00,11,Nov,November,2,4,Fourth,Q4,4,8,47,2021/11,2021,2021/Q4,2021/Nov,CY 2021,2021-10-01 00:00:00,20211123,54,2,1,Q1,8,FY2022,0,0,2022-09-30 00:00:00
20211124,2021-11-24 00:00:00,55,Wednesday,Wed,24,4,4,328,2021-11-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-12-31 00:00:00,2021-11-30 00:00:00,2021-12-31 00:00:00,11,Nov,November,2,4,Fourth,Q4,4,8,47,2021/11,2021,2021/Q4,2021/Nov,CY 2021,2021-10-01 00:00:00,20211124,55,2,1,Q1,8,FY2022,0,0,2022-09-30 00:00:00
20211125,2021-11-25 00:00:00,56,Thursday,Thu,25,5,4,329,2021-11-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-12-31 00:00:00,2021-11-30 00:00:00,2021-12-31 00:00:00,11,Nov,November,2,4,Fourth,Q4,4,8,47,2021/11,2021,2021/Q4,2021/Nov,CY 2021,2021-10-01 00:00:00,20211125,56,2,1,Q1,8,FY2022,0,0,2022-09-30 00:00:00
20211126,2021-11-26 00:00:00,57,Friday,Fri,26,6,4,330,2021-11-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-12-31 00:00:00,2021-11-30 00:00:00,2021-12-31 00:00:00,11,Nov,November,2,4,Fourth,Q4,4,9,47,2021/11,2021,2021/Q4,2021/Nov,CY 2021,2021-10-01 00:00:00,20211126,57,2,1,Q1,9,FY2022,0,0,2022-09-30 00:00:00
20211127,2021-11-27 00:00:00,58,Saturday,Sat,27,7,4,331,2021-11-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,,False,False,True,2021-12-31 00:00:00,2021-11-30 00:00:00,2021-12-31 00:00:00,11,Nov,November,2,4,Fourth,Q4,4,9,47,2021/11,2021,2021/Q4,2021/Nov,CY 2021,2021-10-01 00:00:00,20211127,58,2,1,Q1,9,FY2022,0,0,2022-09-30 00:00:00
20211128,2021-11-28 00:00:00,59,Sunday,Sun,28,1,4,332,2021-11-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,,False,False,True,2021-12-31 00:00:00,2021-11-30 00:00:00,2021-12-31 00:00:00,11,Nov,November,2,4,Fourth,Q4,4,9,47,2021/11,2021,2021/Q4,2021/Nov,CY 2021,2021-10-01 00:00:00,20211128,59,2,1,Q1,9,FY2022,0,0,2022-09-30 00:00:00
20211129,2021-11-29 00:00:00,60,Monday,Mon,29,2,5,333,2021-11-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-12-31 00:00:00,2021-11-30 00:00:00,2021-12-31 00:00:00,11,Nov,November,2,4,Fourth,Q4,5,9,48,2021/11,2021,2021/Q4,2021/Nov,CY 2021,2021-10-01 00:00:00,20211129,60,2,1,Q1,9,FY2022,0,0,2022-09-30 00:00:00
20211130,2021-11-30 00:00:00,61,Tuesday,Tue,30,3,5,334,2021-11-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-12-31 00:00:00,2021-11-30 00:00:00,2021-12-31 00:00:00,11,Nov,November,2,4,Fourth,Q4,5,9,48,2021/11,2021,2021/Q4,2021/Nov,CY 2021,2021-10-01 00:00:00,20211130,61,2,1,Q1,9,FY2022,0,0,2022-09-30 00:00:00
20211201,2021-12-01 00:00:00,62,Wednesday,Wed,1,4,1,335,2021-12-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-12-31 00:00:00,2021-12-31 00:00:00,2021-12-31 00:00:00,12,Dec,December,3,4,Fourth,Q4,1,9,48,2021/12,2021,2021/Q4,2021/Dec,CY 2021,2021-10-01 00:00:00,20211201,62,3,1,Q1,9,FY2022,0,0,2022-09-30 00:00:00
20211202,2021-12-02 00:00:00,63,Thursday,Thu,2,5,1,336,2021-12-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-12-31 00:00:00,2021-12-31 00:00:00,2021-12-31 00:00:00,12,Dec,December,3,4,Fourth,Q4,1,9,48,2021/12,2021,2021/Q4,2021/Dec,CY 2021,2021-10-01 00:00:00,20211202,63,3,1,Q1,9,FY2022,0,0,2022-09-30 00:00:00
20211203,2021-12-03 00:00:00,64,Friday,Fri,3,6,1,337,2021-12-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-12-31 00:00:00,2021-12-31 00:00:00,2021-12-31 00:00:00,12,Dec,December,3,4,Fourth,Q4,1,10,48,2021/12,2021,2021/Q4,2021/Dec,CY 2021,2021-10-01 00:00:00,20211203,64,3,1,Q1,10,FY2022,0,0,2022-09-30 00:00:00
20211204,2021-12-04 00:00:00,65,Saturday,Sat,4,7,1,338,2021-12-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,,False,False,True,2021-12-31 00:00:00,2021-12-31 00:00:00,2021-12-31 00:00:00,12,Dec,December,3,4,Fourth,Q4,1,10,48,2021/12,2021,2021/Q4,2021/Dec,CY 2021,2021-10-01 00:00:00,20211204,65,3,1,Q1,10,FY2022,0,0,2022-09-30 00:00:00
20211205,2021-12-05 00:00:00,66,Sunday,Sun,5,1,1,339,2021-12-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,,False,False,True,2021-12-31 00:00:00,2021-12-31 00:00:00,2021-12-31 00:00:00,12,Dec,December,3,4,Fourth,Q4,1,10,48,2021/12,2021,2021/Q4,2021/Dec,CY 2021,2021-10-01 00:00:00,20211205,66,3,1,Q1,10,FY2022,0,0,2022-09-30 00:00:00
20211206,2021-12-06 00:00:00,67,Monday,Mon,6,2,1,340,2021-12-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-12-31 00:00:00,2021-12-31 00:00:00,2021-12-31 00:00:00,12,Dec,December,3,4,Fourth,Q4,1,10,49,2021/12,2021,2021/Q4,2021/Dec,CY 2021,2021-10-01 00:00:00,20211206,67,3,1,Q1,10,FY2022,0,0,2022-09-30 00:00:00
20211207,2021-12-07 00:00:00,68,Tuesday,Tue,7,3,1,341,2021-12-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-12-31 00:00:00,2021-12-31 00:00:00,2021-12-31 00:00:00,12,Dec,December,3,4,Fourth,Q4,1,10,49,2021/12,2021,2021/Q4,2021/Dec,CY 2021,2021-10-01 00:00:00,20211207,68,3,1,Q1,10,FY2022,0,0,2022-09-30 00:00:00
20211208,2021-12-08 00:00:00,69,Wednesday,Wed,8,4,2,342,2021-12-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-12-31 00:00:00,2021-12-31 00:00:00,2021-12-31 00:00:00,12,Dec,December,3,4,Fourth,Q4,2,10,49,2021/12,2021,2021/Q4,2021/Dec,CY 2021,2021-10-01 00:00:00,20211208,69,3,1,Q1,10,FY2022,0,0,2022-09-30 00:00:00
20211209,2021-12-09 00:00:00,70,Thursday,Thu,9,5,2,343,2021-12-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-12-31 00:00:00,2021-12-31 00:00:00,2021-12-31 00:00:00,12,Dec,December,3,4,Fourth,Q4,2,10,49,2021/12,2021,2021/Q4,2021/Dec,CY 2021,2021-10-01 00:00:00,20211209,70,3,1,Q1,10,FY2022,0,0,2022-09-30 00:00:00
20211210,2021-12-10 00:00:00,71,Friday,Fri,10,6,2,344,2021-12-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-12-31 00:00:00,2021-12-31 00:00:00,2021-12-31 00:00:00,12,Dec,December,3,4,Fourth,Q4,2,11,49,2021/12,2021,2021/Q4,2021/Dec,CY 2021,2021-10-01 00:00:00,20211210,71,3,1,Q1,11,FY2022,0,0,2022-09-30 00:00:00
20211211,2021-12-11 00:00:00,72,Saturday,Sat,11,7,2,345,2021-12-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,,False,False,True,2021-12-31 00:00:00,2021-12-31 00:00:00,2021-12-31 00:00:00,12,Dec,December,3,4,Fourth,Q4,2,11,49,2021/12,2021,2021/Q4,2021/Dec,CY 2021,2021-10-01 00:00:00,20211211,72,3,1,Q1,11,FY2022,0,0,2022-09-30 00:00:00
20211212,2021-12-12 00:00:00,73,Sunday,Sun,12,1,2,346,2021-12-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,,False,False,True,2021-12-31 00:00:00,2021-12-31 00:00:00,2021-12-31 00:00:00,12,Dec,December,3,4,Fourth,Q4,2,11,49,2021/12,2021,2021/Q4,2021/Dec,CY 2021,2021-10-01 00:00:00,20211212,73,3,1,Q1,11,FY2022,0,0,2022-09-30 00:00:00
20211213,2021-12-13 00:00:00,74,Monday,Mon,13,2,2,347,2021-12-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-12-31 00:00:00,2021-12-31 00:00:00,2021-12-31 00:00:00,12,Dec,December,3,4,Fourth,Q4,2,11,50,2021/12,2021,2021/Q4,2021/Dec,CY 2021,2021-10-01 00:00:00,20211213,74,3,1,Q1,11,FY2022,0,0,2022-09-30 00:00:00
20211214,2021-12-14 00:00:00,75,Tuesday,Tue,14,3,2,348,2021-12-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-12-31 00:00:00,2021-12-31 00:00:00,2021-12-31 00:00:00,12,Dec,December,3,4,Fourth,Q4,2,11,50,2021/12,2021,2021/Q4,2021/Dec,CY 2021,2021-10-01 00:00:00,20211214,75,3,1,Q1,11,FY2022,0,0,2022-09-30 00:00:00
20211215,2021-12-15 00:00:00,76,Wednesday,Wed,15,4,3,349,2021-12-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-12-31 00:00:00,2021-12-31 00:00:00,2021-12-31 00:00:00,12,Dec,December,3,4,Fourth,Q4,3,11,50,2021/12,2021,2021/Q4,2021/Dec,CY 2021,2021-10-01 00:00:00,20211215,76,3,1,Q1,11,FY2022,0,0,2022-09-30 00:00:00
20211216,2021-12-16 00:00:00,77,Thursday,Thu,16,5,3,350,2021-12-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-12-31 00:00:00,2021-12-31 00:00:00,2021-12-31 00:00:00,12,Dec,December,3,4,Fourth,Q4,3,11,50,2021/12,2021,2021/Q4,2021/Dec,CY 2021,2021-10-01 00:00:00,20211216,77,3,1,Q1,11,FY2022,0,0,2022-09-30 00:00:00
20211217,2021-12-17 00:00:00,78,Friday,Fri,17,6,3,351,2021-12-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-12-31 00:00:00,2021-12-31 00:00:00,2021-12-31 00:00:00,12,Dec,December,3,4,Fourth,Q4,3,12,50,2021/12,2021,2021/Q4,2021/Dec,CY 2021,2021-10-01 00:00:00,20211217,78,3,1,Q1,12,FY2022,0,0,2022-09-30 00:00:00
20211218,2021-12-18 00:00:00,79,Saturday,Sat,18,7,3,352,2021-12-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,,False,False,True,2021-12-31 00:00:00,2021-12-31 00:00:00,2021-12-31 00:00:00,12,Dec,December,3,4,Fourth,Q4,3,12,50,2021/12,2021,2021/Q4,2021/Dec,CY 2021,2021-10-01 00:00:00,20211218,79,3,1,Q1,12,FY2022,0,0,2022-09-30 00:00:00
20211219,2021-12-19 00:00:00,80,Sunday,Sun,19,1,3,353,2021-12-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,,False,False,True,2021-12-31 00:00:00,2021-12-31 00:00:00,2021-12-31 00:00:00,12,Dec,December,3,4,Fourth,Q4,3,12,50,2021/12,2021,2021/Q4,2021/Dec,CY 2021,2021-10-01 00:00:00,20211219,80,3,1,Q1,12,FY2022,0,0,2022-09-30 00:00:00
20211220,2021-12-20 00:00:00,81,Monday,Mon,20,2,3,354,2021-12-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-12-31 00:00:00,2021-12-31 00:00:00,2021-12-31 00:00:00,12,Dec,December,3,4,Fourth,Q4,3,12,51,2021/12,2021,2021/Q4,2021/Dec,CY 2021,2021-10-01 00:00:00,20211220,81,3,1,Q1,12,FY2022,0,0,2022-09-30 00:00:00
20211221,2021-12-21 00:00:00,82,Tuesday,Tue,21,3,3,355,2021-12-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-12-31 00:00:00,2021-12-31 00:00:00,2021-12-31 00:00:00,12,Dec,December,3,4,Fourth,Q4,3,12,51,2021/12,2021,2021/Q4,2021/Dec,CY 2021,2021-10-01 00:00:00,20211221,82,3,1,Q1,12,FY2022,0,0,2022-09-30 00:00:00
20211222,2021-12-22 00:00:00,83,Wednesday,Wed,22,4,4,356,2021-12-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-12-31 00:00:00,2021-12-31 00:00:00,2021-12-31 00:00:00,12,Dec,December,3,4,Fourth,Q4,4,12,51,2021/12,2021,2021/Q4,2021/Dec,CY 2021,2021-10-01 00:00:00,20211222,83,3,1,Q1,12,FY2022,0,0,2022-09-30 00:00:00
20211223,2021-12-23 00:00:00,84,Thursday,Thu,23,5,4,357,2021-12-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-12-31 00:00:00,2021-12-31 00:00:00,2021-12-31 00:00:00,12,Dec,December,3,4,Fourth,Q4,4,12,51,2021/12,2021,2021/Q4,2021/Dec,CY 2021,2021-10-01 00:00:00,20211223,84,3,1,Q1,12,FY2022,0,0,2022-09-30 00:00:00
20211224,2021-12-24 00:00:00,85,Friday,Fri,24,6,4,358,2021-12-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-12-31 00:00:00,2021-12-31 00:00:00,2021-12-31 00:00:00,12,Dec,December,3,4,Fourth,Q4,4,13,51,2021/12,2021,2021/Q4,2021/Dec,CY 2021,2021-10-01 00:00:00,20211224,85,3,1,Q1,13,FY2022,0,0,2022-09-30 00:00:00
20211225,2021-12-25 00:00:00,86,Saturday,Sat,25,7,4,359,2021-12-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,Christmas Day,True,False,True,2021-12-31 00:00:00,2021-12-31 00:00:00,2021-12-31 00:00:00,12,Dec,December,3,4,Fourth,Q4,4,13,51,2021/12,2021,2021/Q4,2021/Dec,CY 2021,2021-10-01 00:00:00,20211225,86,3,1,Q1,13,FY2022,0,0,2022-09-30 00:00:00
20211226,2021-12-26 00:00:00,87,Sunday,Sun,26,1,4,360,2021-12-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,,False,False,True,2021-12-31 00:00:00,2021-12-31 00:00:00,2021-12-31 00:00:00,12,Dec,December,3,4,Fourth,Q4,4,13,51,2021/12,2021,2021/Q4,2021/Dec,CY 2021,2021-10-01 00:00:00,20211226,87,3,1,Q1,13,FY2022,0,0,2022-09-30 00:00:00
20211227,2021-12-27 00:00:00,88,Monday,Mon,27,2,4,361,2021-12-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-12-31 00:00:00,2021-12-31 00:00:00,2021-12-31 00:00:00,12,Dec,December,3,4,Fourth,Q4,4,13,52,2021/12,2021,2021/Q4,2021/Dec,CY 2021,2021-10-01 00:00:00,20211227,88,3,1,Q1,13,FY2022,0,0,2022-09-30 00:00:00
20211228,2021-12-28 00:00:00,89,Tuesday,Tue,28,3,4,362,2021-12-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-12-31 00:00:00,2021-12-31 00:00:00,2021-12-31 00:00:00,12,Dec,December,3,4,Fourth,Q4,4,13,52,2021/12,2021,2021/Q4,2021/Dec,CY 2021,2021-10-01 00:00:00,20211228,89,3,1,Q1,13,FY2022,0,0,2022-09-30 00:00:00
20211229,2021-12-29 00:00:00,90,Wednesday,Wed,29,4,5,363,2021-12-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-12-31 00:00:00,2021-12-31 00:00:00,2021-12-31 00:00:00,12,Dec,December,3,4,Fourth,Q4,5,13,52,2021/12,2021,2021/Q4,2021/Dec,CY 2021,2021-10-01 00:00:00,20211229,90,3,1,Q1,13,FY2022,0,0,2022-09-30 00:00:00
20211230,2021-12-30 00:00:00,91,Thursday,Thu,30,5,5,364,2021-12-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-12-31 00:00:00,2021-12-31 00:00:00,2021-12-31 00:00:00,12,Dec,December,3,4,Fourth,Q4,5,13,52,2021/12,2021,2021/Q4,2021/Dec,CY 2021,2021-10-01 00:00:00,20211230,91,3,1,Q1,13,FY2022,0,0,2022-09-30 00:00:00
20211231,2021-12-31 00:00:00,92,Friday,Fri,31,6,5,365,2021-12-01 00:00:00,2021-10-01 00:00:00,2021-01-01 00:00:00,,False,True,False,2021-12-31 00:00:00,2021-12-31 00:00:00,2021-12-31 00:00:00,12,Dec,December,3,4,Fourth,Q4,5,14,52,2021/12,2021,2021/Q4,2021/Dec,CY 2021,2021-10-01 00:00:00,20211231,92,3,1,Q1,14,FY2022,0,0,2022-09-30 00:00:00
20220101,2022-01-01 00:00:00,1,Saturday,Sat,1,7,1,1,2022-01-01 00:00:00,2022-01-01 00:00:00,2022-01-01 00:00:00,New Year's Day,True,False,True,2022-03-31 00:00:00,2022-01-31 00:00:00,2022-12-31 00:00:00,1,Jan,January,1,1,First,Q1,1,1,52,2022/01,2022,2022/Q1,2022/Jan,CY 2022,2021-10-01 00:00:00,20220101,93,4,2,Q2,14,FY2022,0,0,2022-09-30 00:00:00
20220102,2022-01-02 00:00:00,2,Sunday,Sun,2,1,1,2,2022-01-01 00:00:00,2022-01-01 00:00:00,2022-01-01 00:00:00,,False,False,True,2022-03-31 00:00:00,2022-01-31 00:00:00,2022-12-31 00:00:00,1,Jan,January,1,1,First,Q1,1,1,52,2022/01,2022,2022/Q1,2022/Jan,CY 2022,2021-10-01 00:00:00,20220102,94,4,2,Q2,14,FY2022,0,0,2022-09-30 00:00:00
20220103,2022-01-03 00:00:00,3,Monday,Mon,3,2,1,3,2022-01-01 00:00:00,2022-01-01 00:00:00,2022-01-01 00:00:00,,False,True,False,2022-03-31 00:00:00,2022-01-31 00:00:00,2022-12-31 00:00:00,1,Jan,January,1,1,First,Q1,1,1,1,2022/01,2022,2022/Q1,2022/Jan,CY 2022,2021-10-01 00:00:00,20220103,95,4,2,Q2,14,FY2022,0,0,2022-09-30 00:00:00
20220104,2022-01-04 00:00:00,4,Tuesday,Tue,4,3,1,4,2022-01-01 00:00:00,2022-01-01 00:00:00,2022-01-01 00:00:00,,False,True,False,2022-03-31 00:00:00,2022-01-31 00:00:00,2022-12-31 00:00:00,1,Jan,January,1,1,First,Q1,1,1,1,2022/01,2022,2022/Q1,2022/Jan,CY 2022,2021-10-01 00:00:00,20220104,96,4,2,Q2,14,FY2022,0,0,2022-09-30 00:00:00
20220105,2022-01-05 00:00:00,5,Wednesday,Wed,5,4,1,5,2022-01-01 00:00:00,2022-01-01 00:00:00,2022-01-01 00:00:00,,False,True,False,2022-03-31 00:00:00,2022-01-31 00:00:00,2022-12-31 00:00:00,1,Jan,January,1,1,First,Q1,1,1,1,2022/01,2022,2022/Q1,2022/Jan,CY 2022,2021-10-01 00:00:00,20220105,97,4,2,Q2,14,FY2022,0,0,2022-09-30 00:00:00
20220106,2022-01-06 00:00:00,6,Thursday,Thu,6,5,1,6,2022-01-01 00:00:00,2022-01-01 00:00:00,2022-01-01 00:00:00,,False,True,False,2022-03-31 00:00:00,2022-01-31 00:00:00,2022-12-31 00:00:00,1,Jan,January,1,1,First,Q1,1,1,1,2022/01,2022,2022/Q1,2022/Jan,CY 2022,2021-10-01 00:00:00,20220106,98,4,2,Q2,14,FY2022,0,0,2022-09-30 00:00:00
20220107,2022-01-07 00:00:00,7,Friday,Fri,7,6,1,7,2022-01-01 00:00:00,2022-01-01 00:00:00,2022-01-01 00:00:00,,False,True,False,2022-03-31 00:00:00,2022-01-31 00:00:00,2022-12-31 00:00:00,1,Jan,January,1,1,First,Q1,1,1,1,2022/01,2022,2022/Q1,2022/Jan,CY 2022,2021-10-01 00:00:00,20220107,99,4,2,Q2,15,FY2022,0,0,2022-09-30 00:00:00
20220108,2022-01-08 00:00:00,8,Saturday,Sat,8,7,2,8,2022-01-01 00:00:00,2022-01-01 00:00:00,2022-01-01 00:00:00,,False,False,True,2022-03-31 00:00:00,2022-01-31 00:00:00,2022-12-31 00:00:00,1,Jan,January,1,1,First,Q1,2,2,1,2022/01,2022,2022/Q1,2022/Jan,CY 2022,2021-10-01 00:00:00,20220108,100,4,2,Q2,15,FY2022,0,0,2022-09-30 00:00:00
20220109,2022-01-09 00:00:00,9,Sunday,Sun,9,1,2,9,2022-01-01 00:00:00,2022-01-01 00:00:00,2022-01-01 00:00:00,,False,False,True,2022-03-31 00:00:00,2022-01-31 00:00:00,2022-12-31 00:00:00,1,Jan,January,1,1,First,Q1,2,2,1,2022/01,2022,2022/Q1,2022/Jan,CY 2022,2021-10-01 00:00:00,20220109,101,4,2,Q2,15,FY2022,0,0,2022-09-30 00:00:00
20220110,2022-01-10 00:00:00,10,Monday,Mon,10,2,2,10,2022-01-01 00:00:00,2022-01-01 00:00:00,2022-01-01 00:00:00,,False,True,False,2022-03-31 00:00:00,2022-01-31 00:00:00,2022-12-31 00:00:00,1,Jan,January,1,1,First,Q1,2,2,2,2022/01,2022,2022/Q1,2022/Jan,CY 2022,2021-10-01 00:00:00,20220110,102,4,2,Q2,15,FY2022,0,0,2022-09-30 00:00:00
