"TransactionID","CustomerID","Product","Variation","Rating"
"11733","3121","Mortgage","Adjustable Rate","4.4"
"11734","3122","Business Loan","Term Loan","3.8"
"11735","3122","Mortgage","Reverse Mortgage","4.0"
"11736","3123","Business Loan","Equipment Financing","2.8"
"11737","3123","Credit Card","Rewards","3.8"
"11738","3124","Certificate of Deposit","6-Month","3.8"
"11739","3125","Certificate of Deposit","3-Month","3.2"
"11740","3125","Savings Account","Money Market","3.9"
"11741","3126","Investment Account","Robo Advisor","3.6"
"11742","3126","Student Loan","Refinance","3.8"
"11743","3127","Checking Account","Interest Bearing","3.8"
"11744","3127","Certificate of Deposit","3-Month","3.7"
"11745","3127","Savings Account","Regular","2.8"
"11746","3128","Savings Account","Children's Savings","2.7"
"11747","3128","Certificate of Deposit","3-Month","3.5"
"11748","3129","Savings Account","High Yield","3.9"
"11749","3129","Checking Account","Premium","4.4"
"11750","3130","Home Equity Loan","Fixed Rate","3.7"
"11751","3130","Auto Loan","Lease","4.8"
"11752","3131","Auto Loan","Lease","4.6"
"11753","3131","Retirement Account","Roth IRA","4.8"
"11754","3131","Investment Account","Self-Directed","3.6"
"11755","3132","Auto Loan","Refinance","3.5"
"11756","3132","Investment Account","Managed","4.4"
"11757","3133","Savings Account","Regular","2.9"
"11758","3133","Checking Account","Senior","1.6"
"11759","3133","Certificate of Deposit","10-Year","2.9"
"11760","3134","Auto Loan","Lease","3.4"
"11761","3134","Investment Account","Robo Advisor","2.9"
"11762","3135","Business Loan","SBA Loan","4.7"
"11763","3135","Mortgage","Reverse Mortgage","4.1"
"11764","3136","Investment Account","Self-Directed","4.3"
"11765","3136","Home Equity Loan","Variable Rate","4.1"
"11766","3137","Personal Loan","Unsecured","4.0"
"11767","3137","Certificate of Deposit","5-Year","4.6"
"11768","3138","Certificate of Deposit","2-Year","5.0"
"11769","3138","Savings Account","Money Market","3.2"
"11770","3139","Credit Card","Secured","5.0"
"11771","3139","Mortgage","Balloon Payment","4.3"
"11772","3140","Student Loan","Refinance","4.2"
"11773","3140","Retirement Account","Simple IRA","3.7"
"11774","3140","Investment Account","Self-Directed","4.9"
"11775","3141","Retirement Account","Simple IRA","4.7"
"11776","3141","Home Equity Loan","HELOC","3.7"
"11777","3141","Auto Loan","New Car","3.8"
"11778","3142","Mortgage","Hybrid Rate","5.0"
"11779","3142","Credit Card","Student","4.5"
"11780","3143","Savings Account","High Yield","4.5"
"11781","3143","Checking Account","Basic","4.2"
"11782","3144","Savings Account","High Yield","2.6"
"11783","3144","Checking Account","Basic","5.0"
"11784","3145","Auto Loan","Refinance","3.3"
"11785","3145","Investment Account","Managed","4.1"
"11786","3145","Home Equity Loan","Variable Rate","4.9"
"11787","3146","Student Loan","Private","4.1"
"11788","3146","Auto Loan","Refinance","4.2"
"11789","3146","Investment Account","Managed","4.2"
"11790","3147","Home Equity Loan","Fixed Rate","3.8"
"11791","3147","Student Loan","Private","4.1"
"11792","3147","Retirement Account","401K","3.8"
"11793","3148","Student Loan","Federal","5.0"
"11794","3148","Home Equity Loan","HELOC","2.4"
"11795","3149","Auto Loan","Used Car","4.6"
"11796","3149","Retirement Account","IRA","3.0"
"11797","3150","Retirement Account","Simple IRA","4.5"
"11798","3151","Auto Loan","Used Car","5.0"
"11799","3152","Savings Account","Children's Savings","3.3"
"11800","3152","Personal Loan","Home Improvement","4.3"
"11801","3153","Savings Account","Children's Savings","3.5"
"11802","3153","Checking Account","Interest Bearing","3.7"
"11803","3153","Personal Loan","Debt Consolidation","3.4"
"11804","3154","Credit Card","Cashback","3.8"
"11805","3155","Investment Account","Robo Advisor","2.9"
"11806","3156","Mortgage","Interest Only","3.9"
"11807","3156","Credit Card","Cashback","3.5"
"11808","3156","Business Loan","Equipment Financing","3.8"
"11809","3157","Savings Account","Children's Savings","4.6"
"11810","3157","Certificate of Deposit","2-Year","4.0"
"11811","3158","Student Loan","Federal","3.8"
"11812","3158","Auto Loan","Used Car","4.0"
"11813","3158","Home Equity Loan","Fixed Rate","2.7"
"11814","3159","Student Loan","Federal","4.1"
"11815","3159","Retirement Account","IRA","4.6"
"11816","3159","Investment Account","Robo Advisor","4.0"
"11817","3160","Certificate of Deposit","2-Year","3.3"
"11818","3161","Credit Card","Student","3.6"
"11819","3161","Business Loan","Term Loan","3.3"
"11820","3161","Mortgage","Balloon Payment","4.8"
"11821","3162","Checking Account","Senior","5.0"
"11822","3162","Savings Account","Children's Savings","3.9"
"11823","3163","Certificate of Deposit","5-Year","3.6"
"11824","3163","Savings Account","Money Market","3.8"
"11825","3164","Mortgage","Adjustable Rate","4.2"
"11826","3164","Credit Card","Cashback","3.5"
"11827","3165","Business Loan","Equipment Financing","4.2"
"11828","3165","Mortgage","Hybrid Rate","3.4"
"11829","3166","Credit Card","Secured","5.0"
"11830","3166","Business Loan","SBA Loan","3.8"
"11831","3167","Business Loan","SBA Loan","3.1"
"11832","3167","Credit Card","Rewards","3.6"
"11833","3168","Mortgage","Fixed Rate","5.0"
"11834","3168","Business Loan","Term Loan","4.6"
"11835","3169","Auto Loan","Lease","4.5"
"11836","3169","Student Loan","Refinance","3.7"
"11837","3170","Checking Account","Basic","3.6"
"11838","3171","Credit Card","Balance Transfer","4.1"
"11839","3171","Business Loan","Line of Credit","3.8"
"11840","3172","Home Equity Loan","HELOC","3.3"
"11841","3172","Auto Loan","New Car","4.0"
"11842","3172","Investment Account","Brokerage","3.9"
"11843","3173","Business Loan","SBA Loan","4.9"
"11844","3173","Mortgage","Interest Only","3.5"
"11845","3173","Credit Card","Travel","3.9"
"11846","3174","Home Equity Loan","HELOC","5.0"
"11847","3174","Retirement Account","Simple IRA","4.4"
"11848","3175","Business Loan","Equipment Financing","1.4"
"11849","3175","Credit Card","Travel","3.6"
"11850","3176","Savings Account","Children's Savings","2.9"
"11851","3176","Certificate of Deposit","2-Year","3.8"
"11852","3177","Retirement Account","Simple IRA","4.7"
"11853","3178","Credit Card","Balance Transfer","4.4"
"11854","3178","Mortgage","Fixed Rate","2.7"
"11855","3179","Personal Loan","Secured","4.0"
"11856","3179","Savings Account","Regular","4.1"
"11857","3180","Checking Account","Senior","2.9"
"11858","3180","Personal Loan","Debt Consolidation","4.2"
"11859","3180","Certificate of Deposit","6-Month","4.7"
"11860","3181","Credit Card","Business","2.9"
"11861","3181","Business Loan","SBA Loan","5.0"
"11862","3181","Mortgage","Interest Only","4.1"
"11863","3182","Checking Account","Student","4.1"
"11864","3182","Certificate of Deposit","2-Year","4.7"
"11865","3183","Personal Loan","Home Improvement","4.6"
"11866","3183","Savings Account","Children's Savings","3.4"
"11867","3184","Student Loan","Private","3.8"
"11868","3184","Auto Loan","Lease","4.4"
"11869","3184","Home Equity Loan","HELOC","4.5"
"11870","3185","Personal Loan","Debt Consolidation","4.1"
"11871","3185","Checking Account","Student","3.1"
"11872","3185","Certificate of Deposit","10-Year","3.5"
"11873","3186","Certificate of Deposit","10-Year","4.8"
"11874","3186","Personal Loan","Unsecured","3.2"
"11875","3187","Business Loan","Line of Credit","2.8"
"11876","3187","Mortgage","Reverse Mortgage","4.6"
"11877","3187","Credit Card","Cashback","4.4"
"11878","3188","Business Loan","Term Loan","4.0"
"11879","3189","Student Loan","Consolidation","3.9"
"11880","3189","Auto Loan","Refinance","3.9"
"11881","3190","Credit Card","Secured","3.3"
"11882","3191","Checking Account","Student","4.1"
"11883","3191","Certificate of Deposit","3-Month","4.9"
"11884","3192","Savings Account","High Yield","3.9"
"11885","3192","Certificate of Deposit","3-Month","3.2"
"11886","3193","Savings Account","Regular","4.5"
"11887","3193","Certificate of Deposit","6-Month","4.9"
"11888","3194","Business Loan","Equipment Financing","4.9"
"11889","3194","Credit Card","Student","4.0"
"11890","3195","Savings Account","Children's Savings","5.0"
"11891","3195","Certificate of Deposit","1-Year","4.0"
"11892","3196","Personal Loan","Unsecured","4.9"
"11893","3196","Certificate of Deposit","5-Year","3.6"
"11894","3197","Retirement Account","Roth IRA","3.9"
"11895","3197","Home Equity Loan","Variable Rate","4.6"
"11896","3198","Retirement Account","Simple IRA","3.5"
"11897","3198","Home Equity Loan","Fixed Rate","4.0"
"11898","3198","Investment Account","Robo Advisor","3.8"
"11899","3199","Student Loan","Federal","3.5"
"11900","3199","Auto Loan","New Car","2.9"
"11901","3199","Investment Account","Robo Advisor","3.3"
"11902","3200","Credit Card","Rewards","4.3"
"11903","3200","Mortgage","Reverse Mortgage","4.5"
"11904","3201","Savings Account","High Yield","4.2"
"11905","3201","Checking Account","Basic","3.9"
"11906","3201","Personal Loan","Home Improvement","3.7"
"11907","3202","Savings Account","Regular","3.8"
"11908","3202","Personal Loan","Debt Consolidation","3.3"
"11909","3203","Savings Account","Regular","5.0"
"11910","3203","Personal Loan","Unsecured","3.5"
"11911","3204","Auto Loan","Lease","5.0"
"11912","3204","Student Loan","Refinance","4.5"
"11913","3205","Checking Account","Senior","3.3"
"11914","3205","Certificate of Deposit","10-Year","3.9"
"11915","3206","Checking Account","Student","3.8"
"11916","3206","Savings Account","High Yield","4.1"
"11917","3207","Personal Loan","Unsecured","3.8"
"11918","3207","Certificate of Deposit","2-Year","3.9"
"11919","3208","Retirement Account","IRA","4.2"
"11920","3209","Certificate of Deposit","6-Month","3.8"
"11921","3209","Savings Account","High Yield","4.2"
"11922","3210","Business Loan","Line of Credit","4.8"
"11923","3210","Credit Card","Cashback","5.0"
"11924","3211","Personal Loan","Secured","3.6"
"11925","3211","Checking Account","Premium","3.6"
"11926","3211","Certificate of Deposit","10-Year","5.0"
"11927","3212","Mortgage","Interest Only","4.6"
"11928","3212","Credit Card","Business","4.3"
"11929","3213","Savings Account","High Yield","5.0"
"11930","3213","Checking Account","Premium","3.8"
"11931","3214","Business Loan","Equipment Financing","4.2"
"11932","3214","Mortgage","Reverse Mortgage","3.3"
"11933","3215","Savings Account","High Yield","4.6"
"11934","3215","Checking Account","Basic","5.0"
"11935","3215","Certificate of Deposit","6-Month","3.0"
"11936","3216","Investment Account","Self-Directed","3.3"
"11937","3217","Checking Account","Interest Bearing","3.4"
"11938","3217","Certificate of Deposit","6-Month","3.7"
"11939","3218","Certificate of Deposit","6-Month","4.0"
"11940","3218","Checking Account","Senior","4.0"
"11941","3219","Auto Loan","New Car","5.0"
"11942","3219","Retirement Account","SEP IRA","3.8"
"11943","3220","Certificate of Deposit","10-Year","4.2"
"11944","3220","Personal Loan","Secured","3.9"
"11945","3221","Business Loan","SBA Loan","2.7"
"11946","3221","Credit Card","Business","5.0"
"11947","3222","Retirement Account","SEP IRA","5.0"
"11948","3222","Student Loan","Refinance","3.4"
"11949","3222","Home Equity Loan","Fixed Rate","5.0"
"11950","3223","Savings Account","Regular","2.6"
"11951","3224","Checking Account","Student","4.5"
"11952","3224","Savings Account","Money Market","3.7"
"11953","3225","Business Loan","Term Loan","4.4"
"11954","3225","Mortgage","Balloon Payment","5.0"
"11955","3225","Credit Card","Balance Transfer","3.8"
"11956","3226","Business Loan","SBA Loan","3.8"
"11957","3226","Mortgage","Interest Only","4.0"
"11958","3227","Business Loan","Line of Credit","4.4"
"11959","3228","Mortgage","Adjustable Rate","5.0"
"11960","3228","Credit Card","Business","3.4"
"11961","3229","Checking Account","Interest Bearing","4.6"
"11962","3229","Savings Account","Money Market","3.3"
"11963","3230","Savings Account","Children's Savings","4.2"
"11964","3230","Checking Account","Senior","4.4"
"11965","3231","Checking Account","Basic","4.6"
"11966","3231","Savings Account","Regular","4.1"
"11967","3232","Checking Account","Interest Bearing","4.3"
"11968","3232","Savings Account","Money Market","3.8"
"11969","3232","Personal Loan","Debt Consolidation","4.4"
"11970","3233","Savings Account","High Yield","4.3"
"11971","3233","Personal Loan","Home Improvement","2.9"
"11972","3234","Home Equity Loan","Variable Rate","4.9"
"11973","3234","Auto Loan","New Car","3.2"
"11974","3235","Personal Loan","Secured","3.7"
"11975","3235","Checking Account","Senior","4.7"
"11976","3236","Savings Account","Money Market","3.5"
"11977","3236","Personal Loan","Home Improvement","4.1"
"11978","3236","Checking Account","Premium","3.9"
"11979","3237","Student Loan","Private","3.1"
"11980","3237","Investment Account","Self-Directed","2.5"
"11981","3237","Retirement Account","Simple IRA","5.0"
"11982","3238","Home Equity Loan","Fixed Rate","5.0"
"11983","3238","Investment Account","Robo Advisor","4.4"
"11984","3238","Auto Loan","New Car","2.5"
"11985","3239","Retirement Account","Roth IRA","3.5"
"11986","3239","Student Loan","Private","3.7"
"11987","3240","Mortgage","Fixed Rate","3.8"
"11988","3240","Business Loan","Equipment Financing","3.7"
"11989","3241","Credit Card","Balance Transfer","4.0"
"11990","3241","Mortgage","Adjustable Rate","3.0"
"11991","3242","Personal Loan","Debt Consolidation","3.4"
"11992","3242","Checking Account","Interest Bearing","4.2"
"11993","3243","Checking Account","Premium","3.7"
"11994","3243","Personal Loan","Secured","4.2"
"11995","3244","Certificate of Deposit","3-Month","4.0"
"11996","3244","Checking Account","Senior","3.8"
"11997","3245","Mortgage","Adjustable Rate","4.9"
"11998","3245","Credit Card","Student","5.0"
"11999","3246","Savings Account","Money Market","5.0"
"12000","3247","Personal Loan","Debt Consolidation","4.4"
"12001","3247","Certificate of Deposit","10-Year","3.6"
"12002","3247","Savings Account","Money Market","3.9"
"12003","3248","Mortgage","Hybrid Rate","4.4"
"12004","3248","Credit Card","Student","4.4"
"12005","3248","Business Loan","Line of Credit","3.8"
"12006","3249","Home Equity Loan","Fixed Rate","4.1"
"12007","3249","Auto Loan","Refinance","4.3"
"12008","3250","Credit Card","Balance Transfer","4.3"
"12009","3250","Business Loan","SBA Loan","4.0"
"12010","3251","Savings Account","Regular","4.2"
"12011","3251","Certificate of Deposit","2-Year","3.6"
"12012","3252","Credit Card","Balance Transfer","5.0"
"12013","3252","Business Loan","SBA Loan","3.6"
"12014","3253","Student Loan","Consolidation","4.2"
"12015","3253","Investment Account","Brokerage","3.1"
"12016","3253","Home Equity Loan","Variable Rate","5.0"
"12017","3254","Home Equity Loan","Fixed Rate","3.5"
"12018","3254","Investment Account","Brokerage","3.1"
"12019","3254","Auto Loan","Lease","4.3"
"12020","3255","Retirement Account","401K","5.0"
"12021","3255","Student Loan","Private","4.9"
"12022","3256","Student Loan","Federal","3.0"
"12023","3256","Auto Loan","Used Car","4.2"
"12024","3256","Home Equity Loan","Fixed Rate","3.4"
"12025","3257","Auto Loan","Lease","4.7"
"12026","3257","Student Loan","Consolidation","4.1"
"12027","3257","Investment Account","Brokerage","4.5"
"12028","3258","Home Equity Loan","HELOC","4.3"
"12029","3258","Student Loan","Private","4.3"
"12030","3258","Retirement Account","Simple IRA","3.2"
"12031","3259","Savings Account","Regular","4.9"
"12032","3259","Checking Account","Premium","3.9"
"12033","3259","Personal Loan","Home Improvement","3.3"
"12034","3260","Checking Account","Premium","3.6"
"12035","3260","Personal Loan","Home Improvement","4.2"
"12036","3261","Mortgage","Fixed Rate","4.3"
"12037","3261","Business Loan","Equipment Financing","2.5"
"12038","3262","Personal Loan","Debt Consolidation","4.9"
"12039","3262","Savings Account","Children's Savings","3.8"
"12040","3262","Checking Account","Premium","2.9"
"12041","3263","Home Equity Loan","HELOC","3.7"
"12042","3263","Auto Loan","Refinance","3.5"
"12043","3264","Savings Account","High Yield","1.7"
"12044","3264","Personal Loan","Debt Consolidation","5.0"
"12045","3264","Checking Account","Basic","3.9"
"12046","3265","Credit Card","Cashback","3.9"
"12047","3265","Business Loan","Term Loan","5.0"
"12048","3266","Home Equity Loan","Fixed Rate","3.1"
"12049","3266","Investment Account","Managed","3.9"
"12050","3267","Savings Account","Regular","5.0"
"12051","3267","Checking Account","Senior","4.0"
"12052","3268","Personal Loan","Home Improvement","2.6"
"12053","3268","Checking Account","Basic","4.9"
"12054","3269","Mortgage","Hybrid Rate","4.3"
"12055","3269","Business Loan","Term Loan","3.7"
"12056","3270","Retirement Account","Simple IRA","4.2"
"12057","3270","Home Equity Loan","HELOC","4.9"
"12058","3270","Auto Loan","Lease","4.2"
"12059","3271","Credit Card","Balance Transfer","4.2"
"12060","3271","Business Loan","Term Loan","4.4"
"12061","3272","Investment Account","Self-Directed","5.0"
"12062","3272","Retirement Account","401K","4.4"
"12063","3272","Home Equity Loan","Fixed Rate","3.1"
"12064","3273","Auto Loan","Used Car","3.6"
"12065","3273","Investment Account","Managed","3.5"
"12066","3274","Personal Loan","Home Improvement","4.0"
"12067","3274","Certificate of Deposit","2-Year","3.4"
"12068","3275","Business Loan","Term Loan","4.0"
"12069","3275","Mortgage","Reverse Mortgage","3.9"
"12070","3276","Mortgage","Adjustable Rate","4.4"
"12071","3276","Credit Card","Business","3.5"
"12072","3276","Business Loan","Equipment Financing","4.2"
"12073","3277","Retirement Account","Simple IRA","4.0"
"12074","3278","Home Equity Loan","Fixed Rate","3.0"
"12075","3278","Auto Loan","New Car","4.0"
"12076","3279","Credit Card","Business","3.9"
"12077","3279","Business Loan","Term Loan","4.3"
"12078","3280","Home Equity Loan","HELOC","3.5"
"12079","3280","Student Loan","Consolidation","3.2"
"12080","3281","Credit Card","Balance Transfer","4.4"
"12081","3282","Business Loan","Term Loan","3.7"
"12082","3282","Credit Card","Rewards","4.1"
"12083","3283","Certificate of Deposit","6-Month","4.2"
"12084","3283","Personal Loan","Secured","3.5"
"12085","3284","Retirement Account","Simple IRA","4.1"
"12086","3285","Savings Account","Regular","3.6"
"12087","3285","Certificate of Deposit","10-Year","5.0"
"12088","3286","Certificate of Deposit","3-Month","3.6"
"12089","3286","Savings Account","Regular","4.8"
"12090","3287","Investment Account","Robo Advisor","4.1"
"12091","3287","Student Loan","Refinance","5.0"
"12092","3288","Checking Account","Senior","3.6"
"12093","3289","Business Loan","SBA Loan","3.8"
"12094","3290","Mortgage","Hybrid Rate","3.4"
"12095","3290","Credit Card","Balance Transfer","5.0"
"12096","3291","Certificate of Deposit","10-Year","4.1"
"12097","3291","Personal Loan","Home Improvement","3.9"
"12098","3292","Mortgage","Reverse Mortgage","5.0"
"12099","3292","Credit Card","Business","3.9"
"12100","3293","Investment Account","Brokerage","3.4"
"12101","3293","Retirement Account","401K","4.0"
"12102","3293","Student Loan","Private","5.0"
"12103","3294","Student Loan","Private","3.1"
"12104","3294","Auto Loan","Refinance","5.0"
"12105","3295","Business Loan","Term Loan","3.3"
"12106","3295","Credit Card","Business","4.5"
"12107","3296","Checking Account","Interest Bearing","3.8"
"12108","3296","Certificate of Deposit","2-Year","3.0"
"12109","3297","Student Loan","Private","3.7"
"12110","3297","Home Equity Loan","Fixed Rate","3.4"
"12111","3298","Retirement Account","IRA","4.5"
"12112","3298","Student Loan","Consolidation","4.7"
"12113","3298","Investment Account","Brokerage","3.9"
"12114","3299","Savings Account","Money Market","4.1"
"12115","3299","Certificate of Deposit","5-Year","4.5"
"12116","3300","Auto Loan","Refinance","3.9"
"12117","3300","Student Loan","Refinance","4.0"
"12118","3301","Savings Account","High Yield","4.5"
"12119","3301","Checking Account","Senior","2.0"
"12120","3302","Investment Account","Robo Advisor","5.0"
"12121","3302","Student Loan","Private","4.0"
"12122","3303","Checking Account","Basic","5.0"
"12123","3303","Personal Loan","Home Improvement","3.4"
"12124","3304","Home Equity Loan","Fixed Rate","3.4"
"12125","3304","Retirement Account","IRA","4.0"
"12126","3305","Mortgage","Adjustable Rate","4.0"
"12127","3305","Credit Card","Travel","2.6"
"12128","3305","Business Loan","Term Loan","5.0"
"12129","3306","Student Loan","Refinance","3.5"
"12130","3306","Auto Loan","Refinance","2.3"
"12131","3307","Student Loan","Consolidation","3.8"
"12132","3307","Investment Account","Managed","3.6"
"12133","3308","Mortgage","Reverse Mortgage","3.7"
"12134","3308","Business Loan","Line of Credit","4.0"
"12135","3308","Credit Card","Secured","4.6"
"12136","3309","Credit Card","Business","4.2"
"12137","3310","Credit Card","Cashback","3.8"
"12138","3310","Business Loan","Equipment Financing","2.3"
"12139","3311","Mortgage","Reverse Mortgage","3.0"
"12140","3311","Business Loan","Line of Credit","4.0"
"12141","3311","Credit Card","Balance Transfer","3.4"
"12142","3312","Savings Account","Regular","3.9"
"12143","3312","Checking Account","Interest Bearing","3.7"
"12144","3313","Personal Loan","Home Improvement","3.4"
"12145","3313","Checking Account","Premium","2.9"
"12146","3314","Home Equity Loan","Variable Rate","4.7"
"12147","3314","Auto Loan","Used Car","3.3"
"12148","3315","Auto Loan","New Car","3.8"
"12149","3315","Retirement Account","Simple IRA","4.6"
"12150","3316","Investment Account","Brokerage","5.0"
"12151","3316","Retirement Account","Simple IRA","3.9"
"12152","3317","Savings Account","Regular","4.5"
"12153","3317","Checking Account","Senior","3.5"
"12154","3318","Student Loan","Federal","4.1"
"12155","3318","Investment Account","Self-Directed","3.6"
"12156","3318","Auto Loan","Lease","3.8"
"12157","3319","Investment Account","Self-Directed","3.8"
"12158","3319","Retirement Account","401K","3.6"
"12159","3320","Checking Account","Interest Bearing","4.5"
"12160","3320","Personal Loan","Debt Consolidation","5.0"
"12161","3321","Auto Loan","Lease","3.8"
"12162","3321","Home Equity Loan","HELOC","3.8"
"12163","3322","Savings Account","Children's Savings","2.4"
"12164","3322","Checking Account","Interest Bearing","4.0"
"12165","3323","Checking Account","Interest Bearing","4.7"
"12166","3323","Personal Loan","Unsecured","4.0"
"12167","3324","Business Loan","Equipment Financing","3.6"
"12168","3324","Credit Card","Balance Transfer","3.5"
"12169","3325","Mortgage","Balloon Payment","3.6"
"12170","3325","Credit Card","Cashback","4.3"
"12171","3326","Certificate of Deposit","10-Year","4.7"
"12172","3326","Personal Loan","Unsecured","4.2"
"12173","3327","Checking Account","Senior","4.1"
"12174","3327","Savings Account","Children's Savings","4.0"
"12175","3328","Mortgage","Reverse Mortgage","4.3"
"12176","3328","Business Loan","Line of Credit","4.2"
"12177","3329","Auto Loan","Used Car","5.0"
"12178","3329","Investment Account","Managed","3.2"
"12179","3329","Student Loan","Consolidation","5.0"
"12180","3330","Auto Loan","Used Car","3.9"
"12181","3330","Retirement Account","SEP IRA","3.9"
"12182","3331","Auto Loan","New Car","3.9"
"12183","3331","Home Equity Loan","Fixed Rate","4.4"
"12184","3331","Retirement Account","Roth IRA","5.0"
"12185","3332","Personal Loan","Debt Consolidation","4.0"
"12186","3332","Savings Account","Children's Savings","3.1"
"12187","3332","Certificate of Deposit","2-Year","3.2"
"12188","3333","Auto Loan","Lease","3.5"
"12189","3334","Home Equity Loan","Variable Rate","3.4"
"12190","3334","Investment Account","Brokerage","3.8"
"12191","3334","Retirement Account","401K","5.0"
"12192","3335","Mortgage","Hybrid Rate","4.0"
"12193","3335","Business Loan","Line of Credit","4.0"
"12194","3335","Credit Card","Rewards","4.5"
"12195","3336","Credit Card","Student","4.0"
"12196","3336","Mortgage","Interest Only","4.2"
"12197","3337","Personal Loan","Home Improvement","4.5"
"12198","3337","Checking Account","Student","4.0"
"12199","3337","Certificate of Deposit","10-Year","4.6"
"12200","3338","Retirement Account","SEP IRA","3.5"
"12201","3338","Auto Loan","Refinance","3.9"
"12202","3339","Mortgage","Balloon Payment","3.6"
"12203","3339","Business Loan","SBA Loan","4.1"
"12204","3339","Credit Card","Travel","4.0"
"12205","3340","Checking Account","Interest Bearing","3.1"
"12206","3340","Savings Account","Money Market","4.1"
"12207","3341","Savings Account","Regular","5.0"
"12208","3341","Personal Loan","Secured","3.4"
"12209","3342","Certificate of Deposit","1-Year","4.4"
"12210","3342","Checking Account","Premium","4.0"
"12211","3343","Home Equity Loan","HELOC","3.7"
"12212","3343","Auto Loan","New Car","3.4"
"12213","3344","Investment Account","Managed","3.7"
"12214","3344","Auto Loan","Used Car","4.6"
"12215","3344","Home Equity Loan","HELOC","4.6"
"12216","3345","Checking Account","Senior","2.9"
"12217","3345","Personal Loan","Secured","4.0"
"12218","3346","Student Loan","Federal","4.3"
"12219","3346","Investment Account","Self-Directed","4.0"
"12220","3347","Home Equity Loan","Variable Rate","2.1"
"12221","3347","Auto Loan","Used Car","3.7"
"12222","3347","Student Loan","Federal","4.7"
"12223","3348","Business Loan","Equipment Financing","3.2"
"12224","3348","Mortgage","Balloon Payment","3.6"
"12225","3349","Checking Account","Basic","3.6"
"12226","3349","Personal Loan","Unsecured","2.9"
"12227","3350","Checking Account","Basic","3.7"
"12228","3350","Certificate of Deposit","3-Month","3.8"
"12229","3351","Investment Account","Self-Directed","3.5"
"12230","3351","Retirement Account","Simple IRA","3.2"
"12231","3352","Savings Account","Regular","5.0"
"12232","3352","Personal Loan","Debt Consolidation","4.9"
"12233","3353","Savings Account","Money Market","3.0"
"12234","3353","Checking Account","Interest Bearing","3.5"
"12235","3353","Personal Loan","Unsecured","4.7"
"12236","3354","Checking Account","Senior","4.1"
"12237","3354","Savings Account","Regular","4.1"
"12238","3355","Investment Account","Brokerage","4.5"
"12239","3355","Auto Loan","Lease","4.6"
"12240","3356","Auto Loan","Lease","4.4"
"12241","3356","Retirement Account","SEP IRA","3.4"
"12242","3357","Student Loan","Consolidation","3.7"
"12243","3357","Investment Account","Brokerage","2.5"
"12244","3358","Business Loan","Equipment Financing","3.9"
"12245","3358","Credit Card","Cashback","4.2"
"12246","3359","Savings Account","Children's Savings","3.6"
"12247","3359","Personal Loan","Unsecured","4.0"
"12248","3360","Mortgage","Hybrid Rate","2.8"
"12249","3360","Business Loan","Term Loan","3.8"
"12250","3361","Auto Loan","Refinance","4.4"
"12251","3361","Retirement Account","IRA","5.0"
"12252","3362","Business Loan","Term Loan","4.1"
"12253","3362","Credit Card","Business","4.3"
"12254","3362","Mortgage","Hybrid Rate","3.8"
"12255","3363","Home Equity Loan","HELOC","4.3"
"12256","3364","Checking Account","Basic","3.4"
"12257","3364","Savings Account","Children's Savings","3.7"
"12258","3365","Retirement Account","Simple IRA","4.3"
"12259","3365","Student Loan","Refinance","3.8"
"12260","3366","Student Loan","Refinance","3.9"
"12261","3366","Home Equity Loan","HELOC","4.4"
"12262","3366","Investment Account","Self-Directed","4.3"
"12263","3367","Business Loan","Line of Credit","4.9"
"12264","3367","Mortgage","Balloon Payment","4.7"
"12265","3367","Credit Card","Business","3.7"
"12266","3368","Student Loan","Private","2.8"
"12267","3368","Retirement Account","IRA","3.5"
"12268","3369","Credit Card","Travel","3.1"
"12269","3369","Business Loan","Term Loan","5.0"
"12270","3370","Savings Account","High Yield","4.3"
"12271","3370","Certificate of Deposit","1-Year","3.3"
"12272","3370","Personal Loan","Debt Consolidation","3.3"
"12273","3371","Savings Account","Regular","3.0"
"12274","3371","Personal Loan","Debt Consolidation","4.8"
"12275","3372","Savings Account","Money Market","4.2"
"12276","3372","Personal Loan","Home Improvement","4.8"
"12277","3372","Checking Account","Student","5.0"
"12278","3373","Certificate of Deposit","2-Year","3.7"
"12279","3373","Savings Account","Money Market","4.4"
"12280","3374","Certificate of Deposit","10-Year","4.1"
"12281","3374","Personal Loan","Debt Consolidation","5.0"
"12282","3374","Checking Account","Premium","4.6"
"12283","3375","Business Loan","Term Loan","4.4"
"12284","3375","Mortgage","Balloon Payment","3.5"
"12285","3375","Credit Card","Cashback","5.0"
"12286","3376","Certificate of Deposit","6-Month","4.5"
"12287","3376","Personal Loan","Debt Consolidation","3.6"
"12288","3377","Mortgage","Hybrid Rate","4.3"
"12289","3377","Credit Card","Cashback","4.6"
"12290","3377","Business Loan","Term Loan","3.0"
"12291","3378","Personal Loan","Debt Consolidation","4.0"
"12292","3378","Checking Account","Student","5.0"
"12293","3379","Savings Account","Children's Savings","3.6"
"12294","3380","Mortgage","Hybrid Rate","3.8"
"12295","3380","Business Loan","Equipment Financing","3.3"
"12296","3381","Mortgage","Interest Only","4.7"
"12297","3381","Business Loan","Equipment Financing","3.6"
"12298","3382","Auto Loan","New Car","4.0"
"12299","3382","Investment Account","Self-Directed","4.2"
"12300","3382","Home Equity Loan","Variable Rate","4.2"
"12301","3383","Mortgage","Reverse Mortgage","4.6"
