FeedbackID,PolicyID,FeedbackDate,Feedback,CustomerSatisfactionScore,FeedbackType,AgentID,ResolutionStatus
317,171,2023-09-16,Feedback suggests adding more coverage options for renters.,1,Complaint,13,Resolved
318,16,2023-06-26,Customer found it difficult to submit a claim online.,10,Complaint,24,Resolved
319,54,2023-08-11,Satisfied with the support provided by the assigned agent.,2,Suggestion,26,In Progress
320,201,2023-01-11,Policy documents were not received by the customer.,3,Praise,5,Resolved
321,323,2022-10-02,Policy documents were not received by the customer.,5,Praise,18,Resolved
322,424,2023-11-21,Policy updates should be communicated more frequently.,5,Suggestion,20,In Progress
323,23,2022-07-28,Customer found it difficult to submit a claim online.,6,Complaint,25,Unresolved
324,96,2023-09-18,Customer found it difficult to submit a claim online.,2,Complaint,29,Resolved
325,32,2022-08-18,Agent provided exceptional service during the policy purchase.,3,Suggestion,21,Resolved
326,53,2022-09-07,Policy documents were not received by the customer.,3,Suggestion,10,In Progress
327,305,2022-01-11,Customer appreciated the prompt service during renewal.,3,Complaint,24,Resolved
328,7,2023-04-09,Policy documents were not received by the customer.,1,Suggestion,16,Resolved
329,115,2022-07-18,Agent provided exceptional service during the policy purchase.,3,Praise,9,In Progress
330,412,2022-05-31,Satisfied with the support provided by the assigned agent.,2,Complaint,8,Unresolved
331,400,2023-04-03,Satisfied with the support provided by the assigned agent.,1,Suggestion,18,Resolved
332,309,2023-08-23,Customer found it difficult to submit a claim online.,3,Complaint,4,Resolved
333,108,2023-04-09,Premium rates are too high compared to other providers.,7,Complaint,30,Resolved
334,304,2023-09-24,Suggested extending coverage to include flood insurance.,10,Praise,16,Unresolved
335,154,2023-09-15,Customer requested more flexible payment options for premiums.,5,Suggestion,11,In Progress
336,292,2023-01-04,Satisfied with the support provided by the assigned agent.,5,Suggestion,4,In Progress
337,67,2023-09-22,Customer requested better discounts for multi-policy holders.,6,Complaint,12,Resolved
338,359,2023-11-06,Customer expressed concern over rising premium rates.,3,Complaint,8,Resolved
339,170,2023-10-24,Customer reported confusion about coverage details.,3,Praise,26,Unresolved
340,497,2022-05-25,Customer found it difficult to submit a claim online.,5,Praise,23,Resolved
341,262,2022-01-12,Customer requested better discounts for multi-policy holders.,6,Suggestion,14,In Progress
342,329,2022-07-18,Customer requested more flexible payment options for premiums.,10,Praise,20,In Progress
343,351,2023-08-31,Feedback suggests offering mobile app for easier management.,5,Complaint,24,In Progress
344,99,2023-12-04,Policy updates should be communicated more frequently.,10,Praise,1,In Progress
345,250,2023-11-10,Customer requested better discounts for multi-policy holders.,3,Suggestion,1,In Progress
346,189,2023-10-08,Satisfied with the speed of claim settlement under the policy.,9,Complaint,6,In Progress
347,139,2022-09-17,Policy documents were not received by the customer.,6,Suggestion,5,Unresolved
348,462,2022-04-18,Feedback suggests offering mobile app for easier management.,1,Suggestion,10,Resolved
349,257,2022-07-28,Agent Emma Flores was very helpful in explaining coverage.,2,Suggestion,15,Resolved
350,482,2022-09-30,Customer recommended adding telematics for vehicle policies.,10,Praise,10,In Progress
351,17,2022-05-24,Customer found it difficult to submit a claim online.,9,Praise,17,Resolved
352,148,2023-03-03,Policy updates should be communicated more frequently.,3,Praise,13,In Progress
353,487,2022-07-29,Agent Brenda Powell was very helpful in explaining coverage.,8,Suggestion,18,In Progress
354,184,2023-12-17,Agent Blake Charles was very helpful in explaining coverage.,9,Suggestion,3,Unresolved
355,20,2023-07-18,Agent Diane Porter was very helpful in explaining coverage.,9,Complaint,8,Unresolved
356,178,2022-09-15,Policy documents were not received by the customer.,8,Praise,6,In Progress
357,352,2023-03-23,Policy documents were not received by the customer.,10,Suggestion,3,Resolved
358,486,2023-07-31,Policy updates should be communicated more frequently.,2,Suggestion,23,Unresolved
359,66,2022-02-11,Policy coverage terms were unclear; required agent assistance.,10,Suggestion,28,In Progress
360,285,2023-07-07,Satisfied with the speed of claim settlement under the policy.,7,Suggestion,1,Resolved
361,151,2022-07-27,Customer appreciated the prompt service during renewal.,1,Complaint,10,Unresolved
362,414,2023-10-28,Satisfied with the support provided by the assigned agent.,6,Complaint,26,Resolved
363,190,2022-12-25,Policy documents were not received by the customer.,5,Praise,24,In Progress
364,275,2023-08-05,Customer expressed concern over rising premium rates.,7,Praise,20,Resolved
365,172,2023-06-23,Satisfied with the support provided by the assigned agent.,3,Suggestion,22,Unresolved
366,113,2023-11-05,Satisfied with the support provided by the assigned agent.,7,Suggestion,18,Resolved
367,27,2022-06-03,Policy coverage terms were unclear; required agent assistance.,1,Suggestion,28,Resolved
368,129,2023-11-21,Suggested extending coverage to include flood insurance.,10,Praise,25,In Progress
369,286,2023-06-03,Customer appreciated the prompt service during renewal.,1,Complaint,29,In Progress
370,292,2022-01-20,Satisfied with the speed of claim settlement under the policy.,1,Suggestion,13,Unresolved
371,301,2022-04-23,Policy coverage terms were unclear; required agent assistance.,4,Praise,20,Unresolved
372,494,2023-12-25,Customer found it difficult to submit a claim online.,6,Praise,1,Resolved
373,220,2022-05-08,Policy documents were not received by the customer.,1,Complaint,19,Unresolved
374,148,2022-09-14,Policy updates should be communicated more frequently.,5,Praise,1,Resolved
375,271,2023-03-29,Customer expressed concern over rising premium rates.,1,Praise,13,In Progress
376,343,2023-11-30,Policy renewal process was straightforward and quick.,1,Complaint,18,Resolved
377,327,2022-03-01,Premium rates are too high compared to other providers.,5,Complaint,9,In Progress
378,360,2023-06-30,Customer expressed concern over rising premium rates.,9,Complaint,6,In Progress
379,331,2023-02-15,Customer found it difficult to submit a claim online.,2,Praise,28,Unresolved
380,407,2023-06-13,Customer reported confusion about coverage details.,4,Praise,13,In Progress
381,199,2022-04-14,Suggested extending coverage to include flood insurance.,6,Complaint,9,Resolved
382,32,2023-03-05,Premium rates are too high compared to other providers.,8,Suggestion,18,In Progress
383,2,2023-04-07,Feedback suggests adding more coverage options for renters.,8,Suggestion,16,Unresolved
384,319,2022-10-17,Feedback suggests adding more coverage options for renters.,9,Suggestion,3,In Progress
385,7,2023-01-06,Satisfied with the support provided by the assigned agent.,2,Praise,17,Resolved
386,259,2023-02-28,Policy cancellation process was lengthy and inconvenient.,6,Complaint,23,In Progress
387,474,2023-11-12,Feedback suggests offering mobile app for easier management.,1,Suggestion,19,Resolved
388,318,2022-04-21,Premium rates are too high compared to other providers.,9,Praise,1,Unresolved
389,401,2022-11-21,Policy updates should be communicated more frequently.,10,Suggestion,18,Unresolved
390,179,2023-05-01,Satisfied with the support provided by the assigned agent.,2,Praise,18,In Progress
391,114,2022-05-07,Policy cancellation process was lengthy and inconvenient.,2,Complaint,15,In Progress
392,492,2023-08-17,Customer requested better discounts for multi-policy holders.,9,Complaint,24,Resolved
393,154,2023-05-21,Feedback suggests offering mobile app for easier management.,5,Suggestion,7,Unresolved
394,283,2023-10-25,Customer found it difficult to submit a claim online.,9,Complaint,22,Resolved
395,238,2023-01-01,Agent Jay Miller was very helpful in explaining coverage.,3,Complaint,18,Resolved
396,204,2023-09-03,Customer found it difficult to submit a claim online.,4,Praise,1,Unresolved
397,132,2023-05-31,Customer appreciated the prompt service during renewal.,2,Complaint,22,Unresolved
398,185,2022-04-01,Customer requested better discounts for multi-policy holders.,2,Suggestion,17,Unresolved
399,389,2022-09-25,Premium rates are too high compared to other providers.,7,Praise,28,Resolved
400,61,2023-10-11,Customer found it difficult to submit a claim online.,6,Praise,15,Unresolved
401,327,2022-04-20,Feedback suggests adding more coverage options for renters.,2,Complaint,27,In Progress
402,470,2023-03-12,Premium rates are too high compared to other providers.,8,Praise,16,Resolved
403,194,2023-03-29,Customer recommended adding telematics for vehicle policies.,3,Complaint,11,Unresolved
404,334,2022-10-13,Policy cancellation process was lengthy and inconvenient.,10,Suggestion,14,In Progress
405,162,2022-10-19,Policy coverage terms were unclear; required agent assistance.,9,Praise,10,In Progress
406,183,2022-05-13,Customer found it difficult to submit a claim online.,1,Praise,15,In Progress
407,193,2022-09-19,Customer appreciated the prompt service during renewal.,7,Suggestion,4,Resolved
408,324,2022-06-14,Policy documents were not received by the customer.,10,Praise,20,Resolved
409,215,2022-12-05,Agent provided exceptional service during the policy purchase.,7,Complaint,3,In Progress
410,376,2022-03-27,Policy coverage terms were unclear; required agent assistance.,2,Complaint,6,Unresolved
411,388,2022-12-05,Customer reported confusion about coverage details.,8,Complaint,13,In Progress
412,219,2023-09-09,Customer recommended adding telematics for vehicle policies.,8,Complaint,4,In Progress
413,236,2023-05-28,Feedback suggests offering mobile app for easier management.,5,Complaint,3,Resolved
414,408,2022-10-14,Customer requested better discounts for multi-policy holders.,3,Praise,15,Unresolved
415,465,2023-04-23,Feedback suggests offering mobile app for easier management.,1,Praise,2,Resolved
416,29,2023-06-06,Customer reported confusion about coverage details.,3,Praise,28,Resolved
417,328,2022-03-20,Policy documents were not received by the customer.,10,Suggestion,15,Unresolved
418,385,2022-12-03,Customer requested better discounts for multi-policy holders.,10,Praise,27,Unresolved
419,229,2023-03-17,Customer requested more flexible payment options for premiums.,10,Praise,17,Resolved
420,52,2022-03-25,Feedback suggests offering mobile app for easier management.,4,Suggestion,24,Unresolved
421,74,2023-11-12,Customer found it difficult to submit a claim online.,1,Praise,23,In Progress
422,115,2023-03-23,Policy cancellation process was lengthy and inconvenient.,8,Suggestion,12,Resolved
423,390,2022-01-01,Customer appreciated the prompt service during renewal.,5,Praise,14,In Progress
424,398,2023-10-07,Customer appreciated the prompt service during renewal.,9,Suggestion,22,Unresolved
425,304,2022-07-05,Policy documents were not received by the customer.,9,Suggestion,5,Unresolved
426,58,2022-09-19,Feedback suggests offering mobile app for easier management.,10,Praise,26,In Progress
427,36,2022-06-22,Policy updates should be communicated more frequently.,4,Suggestion,11,Unresolved
428,22,2022-05-29,Premium rates are too high compared to other providers.,10,Complaint,1,In Progress
429,32,2022-09-23,Policy cancellation process was lengthy and inconvenient.,3,Suggestion,28,In Progress
430,336,2023-07-19,Policy coverage terms were unclear; required agent assistance.,1,Praise,17,In Progress
431,76,2022-10-25,Customer reported confusion about coverage details.,3,Complaint,30,Unresolved
432,489,2022-11-20,Feedback suggests adding more coverage options for renters.,7,Suggestion,5,In Progress
433,351,2022-05-22,Feedback suggests offering mobile app for easier management.,6,Complaint,10,Resolved
434,358,2023-09-12,Satisfied with the support provided by the assigned agent.,8,Praise,23,Unresolved
435,473,2022-06-22,Feedback suggests offering mobile app for easier management.,2,Complaint,26,Resolved
436,393,2022-01-23,Customer reported confusion about coverage details.,2,Complaint,24,Unresolved
437,40,2022-03-01,Policy updates should be communicated more frequently.,6,Suggestion,30,In Progress
438,370,2022-04-19,Customer found it difficult to submit a claim online.,5,Praise,13,Unresolved
439,454,2023-04-28,Policy renewal process was straightforward and quick.,1,Praise,17,Unresolved
440,272,2023-12-06,Policy renewal process was straightforward and quick.,10,Complaint,25,In Progress
441,273,2023-03-10,Satisfied with the support provided by the assigned agent.,7,Complaint,9,In Progress
442,249,2022-05-23,Satisfied with the speed of claim settlement under the policy.,5,Suggestion,1,In Progress
443,56,2022-11-26,Feedback suggests offering mobile app for easier management.,7,Suggestion,20,In Progress
444,38,2022-09-16,Feedback suggests adding more coverage options for renters.,6,Suggestion,7,Resolved
445,275,2022-11-28,Customer expressed concern over rising premium rates.,2,Suggestion,17,Unresolved
446,441,2022-11-22,Policy renewal process was straightforward and quick.,2,Suggestion,16,Unresolved
447,37,2023-02-20,Customer requested better discounts for multi-policy holders.,5,Suggestion,14,Resolved
448,84,2022-06-09,Customer requested more flexible payment options for premiums.,8,Complaint,3,In Progress
449,75,2023-12-04,Agent provided exceptional service during the policy purchase.,9,Suggestion,18,Resolved
450,373,2022-08-26,Satisfied with the support provided by the assigned agent.,1,Complaint,13,Resolved
451,332,2023-09-10,Policy cancellation process was lengthy and inconvenient.,9,Suggestion,1,In Progress
452,467,2022-02-11,Customer reported confusion about coverage details.,8,Suggestion,22,In Progress
453,152,2022-08-25,Customer found it difficult to submit a claim online.,1,Praise,24,In Progress
454,59,2023-05-26,Agent provided exceptional service during the policy purchase.,10,Complaint,10,Unresolved
455,384,2023-04-17,Feedback suggests offering mobile app for easier management.,5,Praise,7,In Progress
456,250,2022-01-16,Feedback suggests adding more coverage options for renters.,4,Complaint,9,In Progress
457,446,2022-04-17,Policy updates should be communicated more frequently.,6,Suggestion,16,In Progress
458,277,2023-10-10,Policy updates should be communicated more frequently.,4,Complaint,25,Unresolved
459,316,2022-04-04,Customer requested more flexible payment options for premiums.,2,Praise,6,Unresolved
460,233,2023-08-12,Policy cancellation process was lengthy and inconvenient.,7,Suggestion,11,In Progress
461,260,2022-10-19,Policy renewal process was straightforward and quick.,10,Complaint,17,Unresolved
462,398,2023-05-09,Customer expressed concern over rising premium rates.,2,Praise,29,In Progress
463,440,2023-03-07,Customer requested more flexible payment options for premiums.,8,Suggestion,21,In Progress
464,398,2023-07-13,Customer recommended adding telematics for vehicle policies.,10,Suggestion,25,In Progress
465,333,2023-10-09,Agent Carrie Wells was very helpful in explaining coverage.,4,Complaint,12,Unresolved
466,139,2022-10-08,Customer appreciated the prompt service during renewal.,10,Suggestion,27,In Progress
467,1,2023-08-01,Suggested extending coverage to include flood insurance.,2,Suggestion,29,In Progress
468,233,2022-02-16,Customer requested better discounts for multi-policy holders.,8,Complaint,4,Resolved
469,440,2022-04-26,Customer expressed concern over rising premium rates.,9,Praise,28,Resolved
470,287,2022-03-04,Customer reported confusion about coverage details.,4,Complaint,9,Resolved
471,35,2022-03-27,Premium rates are too high compared to other providers.,9,Complaint,17,In Progress
472,258,2023-08-07,Agent Steven Ward was very helpful in explaining coverage.,2,Suggestion,23,Resolved
473,248,2023-07-16,Feedback suggests adding more coverage options for renters.,1,Suggestion,4,Resolved
474,26,2023-02-16,Policy cancellation process was lengthy and inconvenient.,9,Complaint,29,Resolved
475,499,2023-05-13,Premium rates are too high compared to other providers.,4,Praise,1,In Progress
476,475,2023-03-12,Policy updates should be communicated more frequently.,10,Complaint,22,Resolved
477,481,2023-10-11,Agent Matthew Hamilton was very helpful in explaining coverage.,1,Complaint,20,In Progress
478,336,2023-02-16,Policy updates should be communicated more frequently.,5,Praise,24,Resolved
479,1,2023-05-04,Premium rates are too high compared to other providers.,3,Praise,19,Resolved
480,208,2023-06-18,Customer found it difficult to submit a claim online.,2,Complaint,20,In Progress
481,101,2022-10-06,Agent Kendra Hall was very helpful in explaining coverage.,4,Praise,30,Resolved
482,482,2022-08-08,Policy renewal process was straightforward and quick.,10,Suggestion,10,In Progress
483,223,2022-10-03,Agent Jeremy Nguyen was very helpful in explaining coverage.,2,Suggestion,4,In Progress
484,489,2022-09-29,Customer found it difficult to submit a claim online.,2,Praise,19,In Progress
485,296,2023-03-21,Satisfied with the speed of claim settlement under the policy.,9,Suggestion,13,Resolved
486,184,2022-01-24,Agent provided exceptional service during the policy purchase.,4,Praise,23,In Progress
487,31,2022-05-12,Policy coverage terms were unclear; required agent assistance.,9,Praise,9,In Progress
488,190,2023-01-28,Customer expressed concern over rising premium rates.,6,Suggestion,28,Unresolved
489,201,2023-09-15,Policy renewal process was straightforward and quick.,1,Complaint,5,Resolved
490,243,2022-07-24,Customer requested more flexible payment options for premiums.,10,Praise,22,Unresolved
491,136,2023-10-31,Policy coverage terms were unclear; required agent assistance.,2,Praise,4,Unresolved
492,187,2023-12-16,Policy updates should be communicated more frequently.,7,Complaint,25,Unresolved
493,117,2023-06-23,Feedback suggests adding more coverage options for renters.,5,Praise,15,Unresolved
494,118,2023-07-18,Suggested extending coverage to include flood insurance.,1,Complaint,17,Resolved
495,325,2023-07-27,Premium rates are too high compared to other providers.,5,Praise,3,In Progress
496,30,2023-06-26,Customer found it difficult to submit a claim online.,5,Complaint,30,In Progress
497,256,2023-12-21,Customer recommended adding telematics for vehicle policies.,6,Suggestion,22,Resolved
498,328,2022-11-03,Feedback suggests offering mobile app for easier management.,10,Suggestion,26,Resolved
499,469,2022-11-02,Customer appreciated the prompt service during renewal.,10,Praise,13,Unresolved
500,26,2023-02-27,Satisfied with the support provided by the assigned agent.,8,Suggestion,5,Unresolved
