CustomerID,Channel,ResponseRate,PreferenceScore
1543,In-Person,0.41,1
1543,Email,0.9,3
1544,In-Person,0.99,4
1544,Push Notification,0.58,5
1545,Mobile App,0.85,5
1545,Email,0.25,5
1545,Phone,0.3,1
1546,In-Person,0.9,3
1546,Website Chat,0.16,5
1546,Push Notification,0.45,2
1546,Email,0.78,4
1546,Mobile App,0.7,4
1547,Website Chat,0.25,1
1547,Mobile App,0.21,4
1547,Direct Mail,0.6,3
1547,SMS,0.65,4
1547,Push Notification,0.79,4
1548,Mobile App,0.12,5
1548,Push Notification,0.49,3
1548,SMS,0.9,5
1549,SMS,0.4,5
1549,Mobile App,0.96,3
1549,Direct Mail,0.38,5
1549,Phone,0.85,3
1549,Website Chat,0.8,4
1549,In-Person,0.84,5
1550,Direct Mail,0.84,1
1550,In-Person,0.31,2
1550,Mobile App,0.49,2
1550,SMS,0.89,1
1551,Phone,0.17,5
1551,Email,0.89,2
1551,Direct Mail,0.56,2
1551,Website Chat,0.15,2
1551,Mobile App,0.48,2
1552,Mobile App,0.54,5
1552,In-Person,0.33,4
1552,SMS,0.89,1
1552,Email,0.48,5
1552,Website Chat,0.3,2
1553,In-Person,0.66,1
1553,Push Notification,0.43,1
1553,SMS,0.89,1
1553,Phone,0.57,4
1553,Mobile App,0.58,3
1554,SMS,0.46,2
1554,Phone,0.32,3
1554,Direct Mail,0.96,5
1554,Push Notification,0.27,3
1554,Website Chat,0.68,2
1554,Mobile App,0.79,5
1555,SMS,0.23,4
1555,Email,0.45,3
1555,Direct Mail,0.13,3
1555,Phone,0.98,2
1555,Push Notification,0.95,5
1556,Phone,0.37,2
1556,Direct Mail,0.31,3
1556,Email,0.18,3
1556,Website Chat,0.6,2
1556,SMS,0.27,4
1557,Push Notification,0.7,3
1557,Direct Mail,0.1,5
1557,Website Chat,0.4,2
1557,SMS,0.79,2
1558,Direct Mail,0.52,1
1558,Phone,0.56,1
1558,Mobile App,0.37,4
1558,In-Person,0.7,2
1558,SMS,0.62,4
1558,Email,0.54,2
1559,Website Chat,0.29,2
1559,Mobile App,0.32,2
1559,Push Notification,0.69,1
1559,Phone,1.0,5
1559,SMS,0.59,3
1559,Direct Mail,0.42,5
1560,Push Notification,0.14,5
1560,Email,0.42,2
1560,In-Person,0.78,2
1560,Website Chat,0.13,1
1561,Push Notification,0.78,2
1561,Email,0.86,3
1561,Phone,0.5,1
1561,SMS,0.51,1
1561,Mobile App,0.95,4
1561,Website Chat,0.93,1
1562,Email,0.27,5
1562,Push Notification,0.72,2
1562,Website Chat,0.91,2
1562,In-Person,0.45,5
1562,SMS,0.67,3
1563,Phone,0.93,4
1563,Mobile App,0.53,3
1563,SMS,0.79,4
1563,Email,0.72,3
1563,In-Person,0.34,3
1563,Direct Mail,0.55,2
1564,Push Notification,0.47,5
1564,In-Person,0.87,2
1564,Email,0.97,1
1564,Direct Mail,0.18,5
1564,SMS,0.57,5
1565,Website Chat,0.45,2
1565,SMS,0.8,5
1565,Phone,0.17,3
1565,Email,0.24,4
1565,Mobile App,0.71,3
1565,In-Person,0.78,1
1566,Email,0.11,5
1566,Phone,0.48,2
1566,Website Chat,0.25,5
1567,In-Person,0.56,5
1567,Website Chat,0.22,4
1567,Phone,0.7,3
1567,Direct Mail,0.51,4
1567,SMS,0.4,5
1568,Push Notification,0.95,5
1568,Phone,0.4,3
1568,Email,0.33,4
1568,Website Chat,0.55,5
1568,Direct Mail,0.98,4
1569,SMS,0.73,2
1569,Mobile App,0.14,1
1569,Email,0.71,1
1569,Phone,0.33,3
1569,Direct Mail,0.15,5
1569,Website Chat,0.5,4
1570,Website Chat,0.21,2
1570,Direct Mail,0.71,3
1570,In-Person,0.92,3
1570,Mobile App,0.68,2
1570,SMS,0.2,5
1571,Email,0.46,5
1571,In-Person,0.67,5
1571,Mobile App,0.73,4
1571,SMS,0.31,1
1571,Website Chat,0.13,3
1572,Push Notification,0.4,4
1572,Mobile App,0.93,4
1573,Push Notification,0.13,4
1573,Email,0.26,4
1574,Email,0.39,2
1574,SMS,0.35,5
1574,Mobile App,0.6,4
1574,Website Chat,0.24,2
1575,Phone,0.5,3
1575,Push Notification,0.52,3
1575,Mobile App,0.32,5
1575,Website Chat,0.47,4
1575,In-Person,0.37,3
1575,Direct Mail,0.57,5
1576,Direct Mail,0.4,4
1576,Mobile App,0.21,1
1576,Phone,0.54,5
1577,Push Notification,0.71,2
1577,Email,0.34,3
1577,Website Chat,0.28,3
1577,Phone,0.19,1
1578,SMS,0.12,3
1578,Direct Mail,0.67,1
1578,Mobile App,0.81,4
1578,In-Person,0.91,4
1579,Push Notification,0.4,3
1579,SMS,0.91,1
1579,Email,0.91,2
1579,Direct Mail,0.65,3
1579,Mobile App,0.83,5
1579,Website Chat,0.27,3
1580,In-Person,0.72,2
1580,Mobile App,0.26,3
1580,Email,0.96,2
1580,Website Chat,0.25,4
1580,SMS,0.4,4
1580,Push Notification,0.87,4
1581,Email,0.21,5
1581,SMS,0.5,2
1581,Website Chat,0.56,4
1581,Push Notification,0.4,1
1582,Mobile App,0.97,4
1582,Direct Mail,0.3,2
1582,Website Chat,0.55,4
1583,In-Person,0.61,4
1583,Phone,0.98,4
1583,Direct Mail,0.23,3
1583,Push Notification,0.81,1
1583,Email,0.12,2
1584,Website Chat,0.75,5
1584,In-Person,0.65,1
1584,Phone,0.75,1
1584,Mobile App,0.23,5
1585,SMS,0.68,1
1585,Mobile App,0.46,1
1585,Push Notification,0.71,4
1586,Direct Mail,0.31,3
1586,In-Person,0.55,4
1587,SMS,0.14,4
1587,Mobile App,0.47,3
1587,Email,0.64,4
1587,Phone,0.41,4
1588,Mobile App,0.25,3
1588,Push Notification,0.96,5
1588,SMS,0.17,1
1588,Email,0.62,2
1588,In-Person,0.34,5
1589,Push Notification,0.24,3
1589,Website Chat,0.25,5
1590,In-Person,0.98,2
1590,Push Notification,0.84,2
1590,Mobile App,0.98,2
1590,SMS,0.87,2
1590,Direct Mail,0.22,3
1590,Website Chat,0.12,2
1591,Direct Mail,0.16,1
1591,Mobile App,0.87,4
1592,Phone,0.49,3
1592,Website Chat,0.68,5
1593,Direct Mail,0.92,5
1593,Push Notification,0.26,1
1593,Email,0.31,1
1594,Direct Mail,0.76,2
1594,Email,0.21,4
1594,Mobile App,0.34,1
1594,Phone,0.81,5
1594,SMS,0.3,3
1595,Push Notification,0.29,5
1595,Direct Mail,0.36,4
1595,SMS,0.77,4
1595,In-Person,0.96,2
1595,Website Chat,0.56,2
1596,In-Person,1.0,4
1596,Direct Mail,0.13,4
1597,Push Notification,0.32,1
1597,Email,0.8,1
1598,Push Notification,0.12,5
1598,Website Chat,0.23,4
1598,Email,0.48,3
1598,In-Person,0.92,1
1599,Phone,0.89,5
1599,Push Notification,0.8,2
1599,SMS,0.81,1
1599,Website Chat,0.5,2
1599,Mobile App,0.52,3
1600,Website Chat,0.89,5
1600,Push Notification,0.74,5
1601,In-Person,0.82,3
1601,Website Chat,0.27,3
1601,Phone,0.42,2
1601,Direct Mail,0.5,2
1601,Mobile App,0.61,4
1602,Website Chat,0.4,2
1602,SMS,0.71,4
1603,Mobile App,0.41,5
1603,SMS,0.19,2
1603,Phone,0.43,4
1604,Phone,0.97,2
1604,Mobile App,0.88,1
1604,SMS,0.21,2
1604,Website Chat,1.0,4
1604,Push Notification,0.31,2
1605,Email,0.94,1
1605,SMS,0.6,1
1605,Phone,0.38,5
1605,Push Notification,0.29,5
1605,Website Chat,0.9,2
1605,Direct Mail,0.48,3
1606,Email,0.88,2
1606,In-Person,0.82,2
1606,Push Notification,0.75,1
1606,Direct Mail,1.0,2
1606,Mobile App,0.71,4
1607,Website Chat,0.12,4
1607,Push Notification,0.72,5
1607,SMS,0.15,4
1607,Direct Mail,0.65,3
1607,Mobile App,0.93,3
1607,In-Person,0.81,4
1608,Website Chat,0.35,3
1608,Mobile App,0.2,4
1608,SMS,0.61,3
1609,Mobile App,0.48,4
1609,Email,0.49,3
1609,Direct Mail,0.64,5
1609,Push Notification,0.87,5
1610,Email,0.42,2
1610,SMS,0.9,5
1610,Mobile App,0.53,3
1610,In-Person,0.9,4
1610,Website Chat,0.54,2
1611,Push Notification,0.72,4
1611,Phone,0.27,2
1611,Direct Mail,0.31,2
1611,Email,0.41,4
1611,Mobile App,0.87,5
1611,Website Chat,0.18,1
1612,Email,0.91,5
1612,Phone,0.16,1
1612,SMS,0.53,1
1612,Website Chat,0.49,2
1613,SMS,0.71,3
1613,Website Chat,0.44,4
1613,Email,0.25,3
1613,Push Notification,0.15,5
1614,Mobile App,0.36,2
1614,Phone,0.3,4
1614,Website Chat,0.8,3
1614,In-Person,0.56,4
1614,Email,0.36,5
1614,Direct Mail,0.71,5
1615,Website Chat,0.47,3
1615,SMS,0.43,2
1615,Mobile App,0.22,1
1615,In-Person,0.88,2
1615,Phone,0.37,5
1616,In-Person,0.63,1
1616,Mobile App,0.73,3
1616,SMS,0.99,5
1617,In-Person,0.52,4
1617,Mobile App,0.43,5
1617,Email,0.1,5
1617,SMS,0.54,1
1617,Direct Mail,0.63,1
1618,Email,0.69,5
1618,Mobile App,0.64,1
1618,In-Person,0.1,2
1618,Phone,0.12,1
1618,SMS,0.21,1
1619,Website Chat,0.47,3
1619,Phone,0.98,4
1620,SMS,0.69,2
1620,Direct Mail,0.72,3
1621,Phone,0.45,4
1621,Email,0.64,5
1621,SMS,0.4,3
1622,Phone,0.12,2
1622,Website Chat,0.29,2
1622,Email,0.72,4
1622,Push Notification,0.54,3
1622,Direct Mail,0.88,5
1623,Website Chat,0.52,1
1623,Direct Mail,0.49,5
1623,In-Person,0.37,5
1623,Push Notification,0.58,4
1623,Mobile App,0.63,1
1624,Push Notification,0.17,1
1624,Email,0.17,5
1625,Phone,0.54,4
1625,Push Notification,0.57,3
1625,Website Chat,0.39,5
1625,Mobile App,0.74,5
1625,In-Person,0.71,3
1626,Phone,0.92,2
1626,Mobile App,0.12,5
1626,In-Person,0.25,2
1627,Mobile App,0.18,3
1627,Email,0.6,4
1627,Website Chat,0.6,4
1628,Phone,0.15,3
1628,Push Notification,0.67,5
1628,In-Person,0.77,3
1628,SMS,0.66,5
1629,Direct Mail,0.31,5
1629,Phone,0.79,4
1629,In-Person,0.85,1
1629,SMS,0.13,5
1629,Push Notification,0.17,5
1629,Email,0.91,5
1630,Email,0.67,1
1630,Push Notification,0.46,4
1630,Mobile App,0.9,5
1631,In-Person,0.94,5
1631,Direct Mail,0.31,3
1631,Email,0.34,4
1631,SMS,0.82,3
1631,Phone,0.39,3
1632,Mobile App,0.8,4
1632,Email,0.3,5
1632,SMS,0.63,1
1632,In-Person,0.16,3
1633,Direct Mail,0.18,3
1633,Mobile App,0.35,1
1633,Email,0.4,5
1633,Phone,0.86,4
1633,Website Chat,0.74,4
1633,SMS,0.64,4
1634,Push Notification,0.59,4
1634,Email,0.86,2
1634,Direct Mail,0.73,5
1634,Mobile App,0.42,3
1634,SMS,0.33,2
1634,Phone,0.74,2
1635,Mobile App,0.93,3
1635,Direct Mail,0.58,1
1635,Push Notification,0.38,2
1635,In-Person,0.62,3
1635,SMS,0.24,3
1635,Website Chat,0.72,5
1636,Push Notification,0.38,1
1636,Phone,0.2,2
1637,Website Chat,0.88,3
1637,In-Person,0.98,5
1638,Mobile App,0.3,3
1638,Push Notification,0.26,4
1638,SMS,0.41,1
1638,In-Person,0.45,3
1639,SMS,0.96,3
1639,Direct Mail,0.26,1
1639,Website Chat,0.21,3
1640,Website Chat,0.57,2
1640,Direct Mail,0.35,3
1640,In-Person,0.4,3
1641,SMS,0.52,3
1641,Website Chat,0.73,1
1641,Phone,0.65,1
1641,Push Notification,0.82,1
1641,Direct Mail,0.8,5
1642,Email,0.91,5
1642,Push Notification,0.97,3
1642,Mobile App,0.76,5
1642,Phone,0.22,4
1643,Email,0.88,3
1643,In-Person,0.48,4
1643,Website Chat,0.12,5
1643,Direct Mail,0.16,4
1643,SMS,0.5,2
1644,In-Person,0.76,4
1644,Phone,0.81,5
1645,SMS,0.54,5
1645,Push Notification,0.11,1
1645,Phone,0.14,3
1645,Direct Mail,0.57,4
1645,Mobile App,0.76,4
1646,SMS,0.67,3
1646,Website Chat,0.74,5
1646,Mobile App,0.3,2
1646,Push Notification,0.13,3
1646,Email,0.39,1
1646,Phone,0.91,3
1647,Push Notification,0.88,3
1647,Mobile App,0.2,4
1647,SMS,0.12,2
1648,In-Person,0.17,2
1648,Direct Mail,0.74,3
1649,Direct Mail,0.16,2
1649,Phone,0.37,1
1649,Mobile App,0.56,4
1649,Push Notification,0.69,4
1649,SMS,0.81,3
1650,Push Notification,0.98,5
1650,Website Chat,0.74,2
1650,Direct Mail,0.39,4
1650,Phone,0.93,5
1651,Website Chat,0.89,3
1651,Direct Mail,0.37,3
1651,Push Notification,0.54,4
1651,SMS,0.81,3
1651,Phone,0.36,1
1651,In-Person,0.97,2
1652,Email,0.76,4
1652,Phone,0.65,3
1652,Push Notification,0.48,1
1652,Direct Mail,0.95,1
1652,Mobile App,0.27,2
1652,SMS,0.8,2
1653,Direct Mail,0.79,4
1653,Phone,0.69,2
1653,In-Person,0.99,3
1653,Website Chat,0.85,3
1653,Mobile App,0.76,4
1654,Website Chat,0.92,5
1654,In-Person,0.65,5
1654,Email,0.6,3
1654,SMS,0.65,4
1654,Push Notification,0.96,3
1654,Phone,0.14,2
1655,Mobile App,0.98,5
1655,Phone,0.8,5
1655,Website Chat,0.82,1
1655,In-Person,0.86,2
1655,Direct Mail,0.72,4
1655,Email,0.17,2
1656,Mobile App,0.17,3
1656,In-Person,0.31,3
1656,Push Notification,0.33,3
1657,Email,0.92,3
1657,Direct Mail,0.68,5
1657,Mobile App,0.43,4
1657,SMS,0.6,5
1657,Website Chat,0.83,3
1658,Mobile App,0.15,3
1658,Website Chat,0.22,3
1658,Phone,0.13,3
1658,Email,0.59,4
1658,In-Person,0.47,4
1658,Push Notification,0.98,2
1659,Push Notification,0.76,1
1659,Website Chat,0.12,5
1659,Mobile App,0.43,3
1660,In-Person,0.15,3
1660,Website Chat,0.54,3
1660,Mobile App,0.67,3
1661,SMS,0.64,5
1661,Website Chat,0.14,3
1662,Email,0.65,5
1662,Website Chat,0.32,5
1662,In-Person,0.93,4
1663,SMS,0.85,2
1663,In-Person,0.79,3
1663,Direct Mail,0.38,3
1663,Push Notification,0.89,5
1663,Phone,0.93,4
1664,In-Person,0.36,5
1664,Phone,0.31,5
1665,Phone,0.67,5
1665,SMS,0.16,3
1666,Phone,0.93,2
1666,Email,0.63,1
1666,Mobile App,0.58,5
1666,Direct Mail,0.4,4
1666,SMS,0.79,5
1667,Direct Mail,0.86,5
1667,Email,0.91,1
1667,Website Chat,0.83,1
1668,Push Notification,0.88,4
1668,SMS,0.79,3
1668,Direct Mail,0.57,4
1668,In-Person,0.3,1
1668,Email,0.24,3
1668,Website Chat,0.59,4
1669,Phone,0.75,2
1669,Push Notification,0.5,1
1669,SMS,0.85,2
1669,Mobile App,0.4,4
1670,SMS,0.43,1
1670,In-Person,0.55,2
1670,Mobile App,0.91,3
1670,Direct Mail,0.27,3
1670,Email,0.21,1
1671,Mobile App,0.52,2
1671,Email,0.41,5
1672,In-Person,0.35,1
1672,Website Chat,0.16,2
1672,Direct Mail,0.45,1
1672,SMS,0.23,3
1673,Phone,0.31,2
1673,Website Chat,0.89,3
1673,Email,0.64,5
1673,Direct Mail,0.27,3
1674,Website Chat,0.94,2
1674,Direct Mail,0.56,4
1674,Push Notification,0.21,3
1674,In-Person,0.47,2
1674,Mobile App,0.49,2
1674,Phone,0.51,5
1675,Direct Mail,0.19,2
1675,In-Person,0.66,2
1675,Phone,0.26,4
1675,Mobile App,0.86,3
1675,Website Chat,0.14,3
1676,Email,0.3,3
1676,SMS,0.66,5
1676,Phone,0.78,2
1676,In-Person,0.95,2
1676,Direct Mail,0.6,1
1677,Website Chat,0.75,3
1677,In-Person,0.29,5
1677,SMS,0.49,2
1678,Push Notification,0.14,2
1678,Email,0.11,1
1678,In-Person,0.18,5
1678,Direct Mail,0.52,3
1678,Phone,0.65,2
1678,Website Chat,0.53,4
1679,Direct Mail,0.34,2
1679,Website Chat,0.7,4
1679,Email,0.29,1
1679,Push Notification,0.18,4
1679,Mobile App,0.56,1
1680,Website Chat,0.8,3
1680,Push Notification,0.59,2
1680,Email,0.5,1
1681,Website Chat,0.14,2
1681,Mobile App,0.53,1
1681,Phone,0.12,1
1682,Phone,0.63,3
1682,Direct Mail,0.36,3
1682,In-Person,0.41,5
1682,Email,0.81,4
1682,SMS,0.87,4
1683,Phone,0.98,4
1683,SMS,0.85,5
1683,Email,0.81,1
1683,In-Person,0.96,5
1683,Push Notification,0.7,1
1684,Phone,0.14,1
1684,In-Person,0.48,2
1685,Phone,0.57,5
1685,Push Notification,0.99,2
1685,Website Chat,0.89,1
1686,Push Notification,0.25,1
1686,SMS,0.79,3
1686,Website Chat,0.7,1
1687,Mobile App,0.29,2
1687,Direct Mail,0.2,3
1687,Website Chat,0.16,4
1687,Email,0.67,5
1687,Phone,0.68,5
1688,Mobile App,0.13,3
1688,Website Chat,0.76,1
1688,Phone,0.53,2
1688,In-Person,0.96,2
1689,Website Chat,0.99,2
1689,SMS,0.23,2
1689,Email,0.37,4
1689,Push Notification,0.62,3
1689,Phone,0.36,5
1689,Mobile App,0.43,4
1690,SMS,0.72,1
1690,Push Notification,0.8,1
1690,Direct Mail,0.51,5
1690,Mobile App,0.23,3
1690,Phone,0.4,3
1691,Website Chat,0.77,2
1691,Mobile App,0.79,2
1691,Phone,0.71,5
1691,Push Notification,0.52,3
1692,Website Chat,0.67,2
1692,Phone,0.72,3
1693,Mobile App,0.94,3
1693,Push Notification,0.67,1
1693,SMS,0.37,1
1693,Email,0.36,5
1694,In-Person,0.28,2
1694,Email,0.45,5
1694,Website Chat,0.17,4
1695,SMS,0.86,3
1695,Website Chat,0.78,5
1695,Direct Mail,0.45,4
1695,Push Notification,0.37,4
1696,Direct Mail,0.15,1
1696,Email,0.47,3
1696,Push Notification,0.85,5
1696,SMS,0.14,3
1696,Phone,0.57,5
1696,In-Person,0.44,4
1697,Mobile App,0.77,1
1697,Direct Mail,0.25,1
1697,Website Chat,0.27,2
1698,Mobile App,0.71,2
1698,Website Chat,0.17,3
1699,Push Notification,0.21,2
1699,In-Person,0.32,1
1700,In-Person,0.57,5
1700,Website Chat,0.86,1
1700,Push Notification,0.25,4
1701,Email,0.44,4
1701,SMS,0.61,5
1702,In-Person,0.64,5
1702,Mobile App,0.49,3
1703,Website Chat,0.56,5
1703,Mobile App,0.38,3
1704,Phone,0.41,3
1704,Email,0.67,5
1704,In-Person,0.13,4
1704,Push Notification,0.5,2
1704,SMS,0.59,2
1704,Mobile App,0.55,5
1705,Push Notification,0.57,2
1705,Email,0.29,5
1705,SMS,0.64,3
1706,Mobile App,0.52,1
1706,Website Chat,0.6,1
1707,Direct Mail,0.92,4
1707,Website Chat,0.35,1
1708,In-Person,0.94,1
1708,Email,0.59,4
1708,Direct Mail,0.22,5
1708,Push Notification,0.19,4
1708,Phone,0.2,5
1709,Phone,0.47,2
1709,Push Notification,0.78,1
1710,Direct Mail,0.19,5
1710,SMS,0.34,5
1710,Website Chat,0.65,3
1710,Mobile App,0.75,4
1710,Push Notification,0.54,3
1710,Phone,0.43,3
1711,Email,0.58,5
1711,Mobile App,0.55,4
1711,Website Chat,0.68,1
1711,In-Person,0.83,1
1711,Phone,0.6,4
1711,Push Notification,0.36,2
1712,Direct Mail,0.29,2
1712,Phone,0.11,4
1712,Email,0.88,3
1712,In-Person,0.83,2
1712,Push Notification,0.37,2
1712,Website Chat,0.81,3
1713,In-Person,0.73,1
1713,Push Notification,0.47,5
1714,Mobile App,0.37,2
1714,Website Chat,0.96,4
1714,Phone,0.92,1
1714,In-Person,0.3,1
1714,Direct Mail,0.96,4
1714,Email,0.65,3
1715,Push Notification,0.49,4
1715,Email,0.72,2
1715,Phone,0.78,4
1715,Direct Mail,0.49,1
1715,Mobile App,0.71,4
1715,Website Chat,0.18,1
1716,Mobile App,0.35,4
1716,SMS,0.64,2
1716,In-Person,0.92,5
1716,Website Chat,0.94,5
1717,Direct Mail,0.88,1
1717,Phone,0.89,2
1717,SMS,0.97,4
1717,Push Notification,0.28,3
1718,SMS,0.4,4
1718,Email,0.72,2
1718,Phone,0.3,5
1718,In-Person,0.59,5
1718,Mobile App,0.59,1
1719,Direct Mail,0.51,5
1719,SMS,0.76,4
1719,In-Person,0.13,1
1720,Direct Mail,0.19,4
1720,Website Chat,0.68,3
1721,Push Notification,0.95,1
1721,Phone,0.63,2
1721,Website Chat,0.56,1
1721,In-Person,0.12,3
1721,Direct Mail,0.24,3
1722,Email,0.76,2
1722,Mobile App,0.99,5
1722,Direct Mail,0.54,3
1722,SMS,0.98,1
1722,Push Notification,0.16,2
1722,In-Person,0.67,2
1723,Phone,0.4,4
1723,Website Chat,0.18,4
1723,Mobile App,0.95,1
1723,In-Person,0.93,2
1723,Push Notification,0.92,4
1724,Website Chat,0.43,4
1724,Direct Mail,0.75,5
1724,Push Notification,0.36,5
1724,SMS,0.48,1
1725,Website Chat,0.4,4
1725,Phone,0.59,2
1725,SMS,0.32,2
1725,In-Person,0.73,1
1725,Push Notification,0.57,4
1725,Email,0.13,5
1726,Website Chat,0.74,4
1726,SMS,0.29,5
1726,Direct Mail,0.27,3
1727,Email,0.46,2
1727,SMS,0.74,1
1727,Phone,0.53,3
1727,Mobile App,0.66,4
1727,Push Notification,0.21,1
1727,Website Chat,0.74,4
1728,SMS,0.42,3
1728,Direct Mail,0.22,5
1729,Website Chat,0.27,1
1729,Push Notification,0.28,1
1729,Email,0.32,1
1729,Direct Mail,0.62,1
1729,Phone,0.98,3
1729,In-Person,0.88,2
1730,Mobile App,0.6,2
1730,SMS,0.88,4
1730,In-Person,0.49,4
1730,Push Notification,0.86,1
1730,Phone,0.52,5
1730,Email,0.74,2
1731,SMS,0.66,2
1731,Direct Mail,0.33,5
1733,Direct Mail,0.31,3
1733,Phone,0.82,3
1733,Mobile App,0.64,1
1733,Website Chat,0.4,3
1733,Email,0.25,1
1734,Mobile App,0.23,4
1734,Phone,0.2,1
1734,SMS,0.11,3
1734,Email,0.64,4
1734,Push Notification,0.77,2
1735,Email,0.97,5
1735,Mobile App,0.7,4
1735,Phone,0.63,2
1735,Website Chat,0.58,1
1735,SMS,0.29,2
1736,SMS,0.35,1
1736,Push Notification,0.56,3
1736,Phone,0.54,3
1736,Website Chat,0.4,3
1736,In-Person,0.29,3
1736,Mobile App,0.95,3
1737,SMS,0.97,4
1737,In-Person,0.83,3
1738,In-Person,0.27,3
1738,Email,0.5,4
1738,Push Notification,0.15,3
1739,SMS,0.58,2
1739,Phone,0.12,1
1740,Website Chat,0.44,1
1740,Direct Mail,0.66,5
1741,In-Person,0.8,2
1741,Phone,0.24,4
1741,Direct Mail,0.47,4
1742,Direct Mail,0.16,3
1742,Website Chat,0.33,3
1742,Phone,0.56,3
1742,Email,0.98,5
1742,Push Notification,0.94,5
1743,Email,0.88,4
1743,SMS,0.61,4
1744,Push Notification,0.63,5
1744,Mobile App,0.25,3
1744,Direct Mail,0.73,1
1744,Email,0.26,2
1745,Push Notification,0.96,4
1745,Website Chat,0.88,4
1745,In-Person,0.87,4
1745,Email,0.13,1
1745,Phone,0.51,5
1745,SMS,0.69,2
1746,Email,0.72,3
1746,Direct Mail,0.32,4
1746,Push Notification,0.46,5
1747,Mobile App,0.95,2
1747,In-Person,0.52,2
1748,In-Person,0.56,2
1748,SMS,0.18,3
1748,Direct Mail,0.26,1
1748,Email,0.56,4
1748,Phone,0.23,4
1749,Push Notification,0.73,4
1749,Mobile App,0.78,3
1749,Email,0.98,4
1749,Website Chat,0.55,3
1749,Direct Mail,0.63,5
1749,In-Person,0.15,5
1750,Website Chat,0.35,2
1750,Email,0.65,5
1750,Mobile App,0.81,5
1750,In-Person,0.92,1
1750,Phone,0.42,3
1750,Direct Mail,0.11,3
1751,Website Chat,0.39,3
1751,SMS,0.47,3
1752,Website Chat,0.82,5
1752,Direct Mail,0.84,2
1752,Phone,0.95,4
1752,In-Person,0.14,2
1752,Mobile App,0.54,2
1752,Email,0.65,2
1753,Direct Mail,0.42,5
1753,In-Person,0.52,5
1753,SMS,0.58,5
1754,Phone,0.92,5
1754,Email,0.69,5
1755,Email,0.63,5
1755,Mobile App,0.91,4
1756,Phone,0.77,4
1756,Email,0.61,5
1756,Push Notification,0.47,2
1757,Email,0.51,1
1757,Direct Mail,0.7,4
1757,Website Chat,0.8,1
1758,In-Person,0.17,2
1758,SMS,0.92,1
1758,Website Chat,0.68,4
1759,In-Person,0.75,5
1759,Email,0.1,5
1759,Phone,0.53,3
1760,Direct Mail,0.85,4
1760,Mobile App,0.12,2
1760,Phone,0.11,4
1762,Direct Mail,0.96,1
1762,In-Person,0.87,4
1762,Push Notification,0.9,5
1762,Mobile App,0.41,3
1762,Phone,0.32,1
1762,Email,0.76,1
1763,SMS,0.77,5
1763,Mobile App,0.81,5
1763,Website Chat,0.54,3
1763,Phone,0.29,5
1763,Direct Mail,0.8,5
1764,In-Person,0.88,3
1764,SMS,0.93,3
1764,Phone,0.59,4
1764,Website Chat,0.47,4
1764,Mobile App,0.84,1
1764,Push Notification,0.62,5
1765,Website Chat,0.88,1
1765,Mobile App,0.45,2
1766,Mobile App,0.22,1
1766,SMS,0.56,1
1766,In-Person,0.77,5
1766,Direct Mail,0.69,2
1767,Push Notification,0.29,4
1767,Phone,0.48,5
1768,Mobile App,0.39,2
1768,Website Chat,0.12,1
1768,Push Notification,0.26,1
1768,Direct Mail,0.28,5
1768,SMS,0.6,1
1769,Direct Mail,0.2,4
1769,Phone,0.72,3
1769,Website Chat,0.75,4
1769,Email,0.76,1
1770,Push Notification,0.34,5
1770,Direct Mail,0.84,1
1770,Mobile App,0.2,2
1770,Email,0.52,4
1770,SMS,0.72,3
1771,Direct Mail,0.44,1
1771,Email,0.89,1
1771,Mobile App,0.19,4
1771,Website Chat,0.68,5
1772,Phone,0.66,3
1772,Direct Mail,0.64,3
1772,SMS,0.66,2
1772,Mobile App,0.46,4
1772,In-Person,0.26,3
1772,Push Notification,0.66,5
1773,Direct Mail,0.63,2
1773,Website Chat,0.54,4
1773,Push Notification,0.84,4
1773,Mobile App,0.82,1
1773,Phone,0.74,2
1773,In-Person,0.8,1
1774,Email,0.35,4
1774,Direct Mail,0.91,5
1775,In-Person,0.34,3
1775,Phone,0.26,1
1775,Push Notification,0.65,1
1775,Website Chat,0.53,5
1776,In-Person,0.46,5
1776,Mobile App,0.52,5
1776,Email,0.62,1
1777,Direct Mail,0.88,2
1777,Mobile App,0.68,4
1778,Phone,0.69,2
1778,Direct Mail,0.36,1
1778,Push Notification,0.48,3
1778,In-Person,0.96,2
1779,Push Notification,0.54,2
1779,Phone,0.45,1
1779,Mobile App,0.46,5
1779,Website Chat,0.88,1
1780,SMS,0.91,2
1780,Push Notification,0.11,3
1780,Mobile App,0.57,3
1781,Direct Mail,0.27,1
1781,Phone,0.71,5
1782,Push Notification,0.66,1
1782,Mobile App,0.16,2
1782,Email,0.26,2
1783,Direct Mail,0.99,2
1783,Mobile App,0.24,4
1783,In-Person,0.64,3
1783,Phone,0.17,2
1783,Email,0.66,1
1784,In-Person,0.78,4
1784,Mobile App,0.78,5
1784,Email,0.6,3
1784,Phone,0.15,1
1784,SMS,0.92,4
1785,Mobile App,0.7,4
1785,In-Person,0.42,1
1785,SMS,0.17,5
1785,Phone,0.34,5
1785,Direct Mail,0.73,4
1786,Mobile App,0.2,5
1786,Push Notification,0.37,1
1787,SMS,0.97,4
1787,In-Person,0.44,2
1788,Email,0.92,5
1788,Direct Mail,0.15,4
1789,SMS,0.8,1
